num,Database,herb,Ingredient_Name,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total,CHEMBL
613,TCMID,sanqi,l-alpha-amino-beta-oxalylaminopropionic acid,,440259,,++,C(C(C(=O)O)N)NC(=O)C(=O)O,,,GFPT1,GFPT1,
614,TCMID,sanqi,l-alpha-amino-beta-oxalylaminopropionicacid,,NO,,,,,,,,
615,TCMID,sanqi,methyl isobutyl ketone,,7909,Exist,++,CC(C)CC(=O)C,,ALDH1A1,,ALDH1A1,CHEMBL285323
616,TCMID,sanqi,methyl pyroglutamate,,78646,Exist,++,COC(=O)C1CCC(=O)N1,,,,,CHEMBL4238146
617,TCMID,sanqi,methylhexadecanate,,NO,,,,,,,,
618,TCMID,sanqi,mycosinol,,5281153,Exist,++,CC#CC#CC=C1C=CC2(O1)C(C=CO2)O,,,,,CHEMBL1968944
619,TCMID,sanqi,n-butyl pyroglutamate,,NO,,,,,,,,
620,TCMID,sanqi,n-nonadecane,,12401,Exist,++,CCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,
621,TCMID,sanqi,n-nonanol,,8914,Exist,+-,CCCCCCCCCO,,,,,CHEMBL24563
622,TCMID,sanqi,n-pentadecane,,12391,Exist,++,CCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,CHEMBL1234557
623,TCMID,sanqi,nonadecanoic acid,,12591,Exist,+-,CCCCCCCCCCCCCCCCCCC(=O)O,,,"FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,GPR84,CES2,FABP4,PAM","CES1,PPARG,PLA2G4A,PPARA,SLC22A6,OXER1,PAM,GPR84,FFAR4,PPARD,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4",CHEMBL1169674
624,TCMID,sanqi,nonanoicacid,,8158,Exist,+-,CCCCCCCCC(=O)O,,"ACHE,ESRRA","FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,GPR84,CES2,FABP4,PAM","ACHE,ESRRA,CES1,PPARG,PLA2G4A,PPARA,SLC22A6,OXER1,PAM,GPR84,FFAR4,PPARD,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4",CHEMBL108436
625,TCMID,sanqi,notoginsenoside,,NO,,,,,,,,
626,TCMID,sanqi,notoginsenoside a,,6451129,,+-,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)C)CC(C6C3(CCC6C(C)(CC=CC(C)(C)O)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C)O)C)C,,,,,
627,TCMID,sanqi,notoginsenoside b,,85185256,,--,CC(=C)C(=O)CCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O,,,,,
628,TCMID,sanqi,notoginsenoside c,,85194545,,+-,CC(=C)C(CCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)OO,,,,,
629,TCMID,sanqi,notoginsenoside d,,85176170,,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(CO7)O)O)O)C)C)O)C)OC8C(C(C(C(O8)COC9C(C(C(C(O9)COC1C(C(C(CO1)O)O)O)O)O)O)O)O)O)C,,,,,
630,TCMID,sanqi,notoginsenoside fe,,90657714,,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)OC6C(C(C(C(O6)COC7C(C(C(O7)CO)O)O)O)O)O)C,,,,,
631,TCMID,sanqi,notoginsenoside g,,10350931,,+-,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(C(C=C4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,,,,,
632,TCMID,sanqi,notoginsenoside h,,101704412,,+-,CC1(C(CCC2(C1C(CC3(C2CC(C4C3(CCC4C(C)(CC=CC(C)(C)O)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(CO7)O)O)O)C)O)C,,,,,
633,TCMID,sanqi,notoginsenoside i,,85043960,,--,CC(=CCCC(C)(C1CCC2(C1CCC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,,,,,
634,TCMID,sanqi,notoginsenoside j,,85212136,,+-,CC1(C(CCC2(C1C(CC3(C2CC(C4C3(CCC4C(C)(CCC(C(C)(C)O)O)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C,,,,,
635,TCMID,sanqi,notoginsenoside k,,73017986,,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,,,,,
636,TCMID,sanqi,notoginsenoside l,,85352630,,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(CO6)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,,,,,
637,TCMID,sanqi,notoginsenoside m,,85316219,,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,,,,,
638,TCMID,sanqi,notoginsenoside n,,85238297,,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)O)O)O)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,,,,,
639,TCMID,sanqi,notoginsenoside r1,,441934,Exist,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(CO6)O)O)O)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,,,,,CHEMBL507115
640,TCMID,sanqi,notoginsenoside r2,,21599925,Exist,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(CO6)O)O)O)C)O)C)O)C,,,,,CHEMBL3357162
641,TCMID,sanqi,notoginsenoside r3,,NO,,,,,,,,
642,TCMID,sanqi,notoginsenoside r4,,131752824,,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)COC9C(C(C(CO9)O)O)O)O)O)O)O)O)O)C,,,,,
643,TCMID,sanqi,notoginsenoside r6,,73157231,,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)O)O)O)O)C,,,,,
644,TCMID,sanqi,notopterol,,5320227,Exist,+-,CC(=CC(CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C)O)C,,,,,CHEMBL258939
645,TCMID,sanqi,panaxadiol,,73498,Exist,+-,CC1(CCCC(O1)(C)C2CCC3(C2C(CC4C3(CCC5C4(CCC(C5(C)C)O)C)C)O)C)C,,,,,CHEMBL491655
646,TCMID,sanqi,panaxatriol,,73599,,+-,CC1(CCCC(O1)(C)C2CCC3(C2C(CC4C3(CC(C5C4(CCC(C5(C)C)O)C)O)C)O)C)C,,,,,CHEMBL3391893
647,TCMID,sanqi,panaxydol,,126312,,+-,CCCCCCCC1C(O1)CC#CC#CC(C=C)O,,,,,
648,TCMID,sanqi,panaxynol,,5281149,Exist,+-,CCCCCCCC=CCC#CC#CC(C=C)O,,,,,CHEMBL71260
649,TCMID,sanqi,panaxytriol,,93484,,+-,CCCCCCCC(C(CC#CC#CC(C=C)O)O)O,,,,,
650,TCMID,sanqi,pancratistatin,,441597,Exist,++,C1OC2=C(O1)C(=C3C(=C2)C4C(C(C(C(C4O)O)O)O)NC3=O)O,,,PAX8,PAX8,CHEMBL419335
651,TCMID,sanqi,pentadecanoic acid,,13849,Exist,+-,CCCCCCCCCCCCCCC(=O)O,,PPARD,"FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,GPR84,CES2,FABP4,PAM","CES1,PPARG,PLA2G4A,PPARA,SLC22A6,OXER1,PAM,GPR84,FFAR4,PPARD,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4",CHEMBL460025
652,TCMID,sanqi,quercetin,,5280343,Exist,--,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,,"PRSS3,MAP3K5,ESRRA,MMP13,AR,CDK1,HSP90AB1,GPR35,DRD1,PGR,ELANE,RELA,CALM1,ALK,HIF1A,CSNK1G1,GALK1,PTK2,PON1,PTGS2,PGD,ADORA3,AKR1B10,KDR,GLO1,CYP2D6,CD38,MGAM,AMY1C,POLH,CA6,CSNK1G2,TDP1,YES1,CA4,APP,HSPB1,CYP3A4,PIK3CG,ALOX12,POLI,AVPR2,GCK,TOP2A,FLT3,HSF1,MMP3,NOX4,PLA2G1B,PIM2,CSNK2B,HDAC9,CLK3,CDK2,ESR1,PRSS1,PLAU,CYP1A1,CCNB1,BACE1,SRC,GSK3B,SLK,MPHOSPH8,MMP2,CAMK2B,AKT1,HSD17B2,PRSS2,DAPK1,MAOB,CA5B,DRD4,BRAF,CA1,CYP2C19,AMY1B,NTMT1,RNASEH1,PKN1,MPO,CA7,NFKB1,AXL,CA9,ELAVL1,SI,GAA,PLK1,POLK,STK16,ALOX15,MET,CDK5R1,CA14,PREP,SORD,NR1I2,PTPN1,MAOA,DIRAS1,EGFR,F2,EZH2,LCK,TOP1,GSK3A,CYP2C8,ABCB1,CSNK2A2,PIM1,AKR1B1,ABCC1,CDK6,ALDH1A1,XDH,NR3C1,CA3,BLM,MMP12,FEN1,CXCR1,SYK,IFNG,TP53,SMAD3,AHR,CDK5,IGF1R,MMP9,RXRA,AURKB,SLC2A2,PIK3CA,ALOX5,NEK6,ATAD5,NEK2,HPGD,CA2,PYGL,CA5A,POLB,ELAVL3,NUAK1,AMY1A,PIK3R1,ACHE,SMAD2,CA12,HIF1AN,CLK1,ABCC4,HSP90AA1,DPP4,ABCG2,YWHAB,CCR4,MAPT,CYP2C9,CSNK2A1,NFKB2,CYP1B1,CYP1A2,ALOX15B,EPHX2,CYP19A1","NOX4,PLA2G1B,CA9,AXL,ESRRA,IGF1R,MMP13,MMP9,CDK1,HSD17B1,GPR35,KDM4E,ELAVL1,TYR,AURKB,ALOX15,MET,APEX1,CA14,ALK,ALOX5,NEK6,NEK2,BACE1,MAOA,PTK2,EGFR,CA2,F2,GSK3B,PYGL,ST6GAL1,MMP2,AKR1B10,AKT1,CA5A,CAMK2B,HSD17B2,KDR,TTR,NUAK1,GLO1,CISD1,CYP2C8,DAPK1,ABCB1,PIK3R1,MPG,CA12,PIM1,CA6,P4HB,AKR1B1,DRD4,CA4,ABCG2,CA1,ABCC1,CCR4,CYP2C9,CA3,PTPRS,MAPT,XDH,CSNK2A1,ALOX12,CXCR1,PKN1,AVPR2,MPO,CA7,CYP1B1,TOP2A,CYP1A2,FLT3,MMP3","PRSS3,MAP3K5,ESRRA,MMP13,AR,CDK1,HSP90AB1,GPR35,DRD1,PGR,ELANE,RELA,CALM1,ALK,HIF1A,CSNK1G1,GALK1,PTK2,PON1,PTGS2,PGD,ADORA3,AKR1B10,KDR,GLO1,CYP2D6,CD38,MGAM,MPG,AMY1C,POLH,CA6,CSNK1G2,TDP1,YES1,CA4,APP,HSPB1,CYP3A4,PIK3CG,ALOX12,POLI,AVPR2,GCK,TOP2A,FLT3,HSF1,MMP3,NOX4,PLA2G1B,PIM2,CSNK2B,HDAC9,CLK3,CDK2,TYR,ESR1,PRSS1,PLAU,CYP1A1,CCNB1,BACE1,SRC,GSK3B,SLK,MPHOSPH8,ST6GAL1,MMP2,CAMK2B,AKT1,HSD17B2,PRSS2,CISD1,DAPK1,MAOB,CA5B,DRD4,BRAF,CA1,CYP2C19,AMY1B,NTMT1,RNASEH1,PKN1,MPO,CA7,NFKB1,AXL,CA9,KDM4E,HSD17B1,ELAVL1,SI,GAA,PLK1,POLK,STK16,ALOX15,MET,CDK5R1,CA14,PREP,APEX1,SORD,NR1I2,PTPN1,MAOA,DIRAS1,EGFR,F2,EZH2,LCK,TOP1,TTR,GSK3A,CYP2C8,ABCB1,CSNK2A2,PIM1,P4HB,AKR1B1,ABCC1,CDK6,ALDH1A1,XDH,NR3C1,CA3,BLM,MMP12,FEN1,CXCR1,SYK,IFNG,TP53,SMAD3,AHR,CDK5,IGF1R,MMP9,RXRA,AURKB,SLC2A2,PIK3CA,ALOX5,NEK6,ATAD5,NEK2,HPGD,CA2,PYGL,CA5A,POLB,ELAVL3,NUAK1,AMY1A,PIK3R1,ACHE,SMAD2,CA12,HIF1AN,CLK1,ABCC4,HSP90AA1,DPP4,ABCG2,YWHAB,CCR4,MAPT,CYP2C9,PTPRS,CSNK2A1,NFKB2,CYP1B1,CYP1A2,ALOX15B,EPHX2,CYP19A1",CHEMBL50
653,TCMID,sanqi,quercetin-3-l-arabinon-7-d-glucoside,,NO,,,,,,,,
654,TCMID,sanqi,quinquenoside i,,101945294,,--,CC=CC(=O)OCC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4(C(C3(C)C)CCC5(C4CC(C6C5(CCC6C(C)(CCC=C(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O)C)C)CO)O)O)O)O)O,,,,,
655,TCMID,sanqi,quinquenoside ii,,101945295,,--,CCCCCC=CC(=O)OCC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4(C(C3(C)C)CCC5(C4CC(C6C5(CCC6C(C)(CCC=C(C)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C)O)C)C)CO)O)O)O)O)O,,,,,
656,TCMID,sanqi,quinquenoside iii,,85212395,,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)COC(=O)C)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,,,,,
657,TCMID,sanqi,quinquenoside iv,,85255130,,+-,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(C(C=C4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,,,,,
658,TCMID,sanqi,quinquenoside v,,85166488,,--,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)O)O)O)O)O)O)C,,,,,
659,TCMID,sanqi,sanchinoside b1,,131752158,,--,CC(=CCCC(C)(C)O)C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C,,,,,
660,TCMID,sanqi,sandaracopimarinol,,12314286,,+-,CC1(CCC2C(=C1)CCC3C2(CCCC3(C)CO)C)C=C,,,,,
661,TCMID,sanqi,stigmasterol,,5280794,Exist,+-,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,POLB,"CYP17A1,AR,ESR2,NPC1L1,NR1H2,SRD5A2,NR1H3,SREBF2,SHBG,ESR1,POLA1","POLB,CYP17A1,AR,NPC1L1,NR1H2,ESR2,SRD5A2,NR1H3,SREBF2,SHBG,ESR1,POLA1",CHEMBL400247
662,TCMID,sanqi,stigmasterol-beta-d-glucoside,,NO,,,,,,,,
663,TCMID,sanqi,tetradecane,,12389,Exist,++,CCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,CHEMBL135488
664,TCMID,sanqi,tridecene,,NO,,,,,,,,
665,TCMID,sanqi,"alpha,alpha-dimethylbenzene methanol",,NO,,,,,,,,
666,TCMID,sanqi,alpha-copaene,,19725,,++,CC1=CCC2C3C1C2(CCC3C(C)C)C,,,,,
667,TCMID,sanqi,alpha-guaiene,,5317844,,++,CC1CCC(CC2=C1CCC2C)C(=C)C,,,,,
668,TCMID,sanqi,alpha-guriunene,,NO,,,,,,,,
669,TCMID,sanqi,alpha-muurolene,,12306047,,++,CC1=CC2C(CC1)C(=CCC2C(C)C)C,,,,,
670,TCMID,sanqi,beta-caryophyllene,,5281515,Exist,++,CC1=CCCC(=C)C2CC(C2CC1)(C)C,,,,,CHEMBL445740
671,TCMID,sanqi,beta-elemene,,6918391,Exist,++,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,,,,,CHEMBL448502
672,TCMID,sanqi,beta-sitosterol,,222284,Exist,++,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,"POLB,PRKAA1,PRKAG1,PRKAG3,F2,GSK3B,PRKAB2,DPP4,PRKAA2,PRKAB1,PRKAG2","CYP17A1,RORC,AR,ESR2,NPC1L1,NR1H2,SREBF2,NR1H3,SHBG,ESR1","POLB,PRKAG3,AR,NPC1L1,SREBF2,DPP4,ESR1,PRKAG2,CYP17A1,PRKAG1,RORC,ESR2,NR1H2,NR1H3,F2,GSK3B,PRKAB2,SHBG,PRKAA1,PRKAA2,PRKAB1",CHEMBL221542
673,TCMID,sanqi,gamma-elemene,,6432312,,++,CC(=C1CCC(C(C1)C(=C)C)(C)C=C)C,,,,,
674,TCMID,sanqi,delta-cadinene,,441005,Exist,++,CC1=CC2C(CCC(=C2CC1)C)C(C)C,,,,,CHEMBL445759
675,TCMID,sanqi,delta-guaiene,,94275,,+-,CC1CCC2=C(CCC(CC12)C(=C)C)C,,,,,
676,TCMID,bingpian,(+)-erythro-guaiacylglycerol,,NO,,,,,,,,
677,TCMID,bingpian,alphitolic acid,,12305768,Exist,--,CC(=C)C1CCC2(C1C3CCC4C(C3(CC2)C)(CCC5C4(CC(C(C5(C)C)O)O)C)C)C(=O)O,,RELA,"GPBAR1,AKR1B10","AKR1B10,RELA,GPBAR1",CHEMBL511805
678,TCMID,bingpian,alphitolicacid,,40427130,,++,CC1=CC(=CC(=C1O)CN(C)C)F,,,,,
679,TCMID,bingpian,asciatic acid,,NO,,,,,,,,
680,TCMID,bingpian,asiatic acid,,119034,Exist,+-,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O,,"IFNG,AKR1B10,AKR1B1","PTPRF,GPBAR1,PTPN1,F3,PTPN2,ACP1,AKR1B10","PTPRF,GPBAR1,PTPN1,IFNG,F3,PTPN2,AKR1B1,ACP1,AKR1B10",CHEMBL404313
681,TCMID,bingpian,asiaticacid,,NO,,,,,,,,
682,TCMID,bingpian,bata-caryophyllene,,NO,,,,,,,,
683,TCMID,bingpian,beta-humulene,,5318102,,++,CC1=CCC(C=CCC(=C)CCC1)(C)C,,,,,
684,TCMID,bingpian,borneol,,64685,Exist,++,CC1(C2CCC1(C(C2)O)C)C,,,,,CHEMBL1097205
685,TCMID,bingpian,camphor,,2537,Exist,++,CC1(C2CCC1(C(=O)C2)C)C,,"ALDH1A1,TRPV1,ESR1",,"ALDH1A1,TRPV1,ESR1",CHEMBL15768
686,TCMID,bingpian,caryo-phyllene,,NO,,,,,,,,
687,TCMID,bingpian,caryophyllene,,5281515,Exist,++,CC1=CCCC(=C)C2CC(C2CC1)(C)C,,,,,CHEMBL445740
688,TCMID,bingpian,caryophyllene epoxid,,NO,,,,,,,,
689,TCMID,bingpian,d-borneol,,6552009,Exist,++,CC1(C2CCC1(C(C2)O)C)C,,,,,CHEMBL486208
690,TCMID,bingpian,d-borneolhumulene,,NO,,,,,,,,
691,TCMID,bingpian,d-isoborneol,,NO,,,,,,,,
692,TCMID,bingpian,dipterocarpol,,441676,Exist,--,CC(=CCCC(C)(C1CCC2(C1CCC3C2(CCC4C3(CCC(=O)C4(C)C)C)C)C)O)C,,,,,CHEMBL224816
693,TCMID,bingpian,dipterocarpol hydroxy-dammarenone ii,,NO,,,,,,,,
694,TCMID,bingpian,disenecionyl cis-khellactone,,442129,,+-,CC(=CC(=O)OC1C(C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)C=C(C)C)C,,,,,
695,TCMID,bingpian,dryobalanone,,12309393,,--,CC(=CCCC(CO)(C1CCC2(C1CCC3C2(CCC4C3(CCC(=O)C4(C)C)C)C)C)O)C,,,,,
696,TCMID,bingpian,dryocrassin,,3082025,,+-,CCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(C(=O)C(=C2O)C(=O)C)(C)C)O)O)CC3=C(C(=C(C(=C3O)C(=O)CCC)O)CC4=C(C(C(=O)C(=C4O)C(=O)C)(C)C)O)O)O,,,,,
697,TCMID,bingpian,elemicin,,10248,Exist,++,COC1=CC(=CC(=C1OC)OC)CC=C,,,,,CHEMBL458690
698,TCMID,bingpian,erythro-diol,,NO,,,,,,,,
699,TCMID,bingpian,erythrodiol,,101761,Exist,--,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)CO)C,,"AKR1B10,PTPN1","POLB,GPBAR1,PTPN1,F3,PTPN2,CD81,PTPN6,AKR1B10,CES2","POLB,GPBAR1,PTPN1,F3,PTPN2,CD81,PTPN6,AKR1B10,CES2",CHEMBL400074
700,TCMID,bingpian,humulene,,5281520,Exist,++,CC1=CCC(C=CCC(=CCC1)C)(C)C,,,,,CHEMBL251280
701,TCMID,bingpian,isobrucine,,3081763,,+-,COC1=C(C=C2C(=C1)C34CCN5C3CC(C(=CCO)C5)C6=CCC(=O)N2C46)OC,,,,,
702,TCMID,bingpian,isocembrol,,5363523,,++,CC1=CCCC(C=CC(CCC(=CCC1)C)C(C)C)(C)O,,,,,
703,TCMID,bingpian,l-isoborneol,,6321405,Exist,++,CC1(C2CCC1(C(C2)O)C)C,,NR1I3,,NR1I3,CHEMBL3560760
704,TCMID,bingpian,oleanolic acid,,10494,Exist,-+,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,,"POLB,PLA2G1B,PTPRF,PRKAG3,CDC25B,F3,MAP4K2,TDP1,PTPN6,PTPN2,PRKAG2,PRKAA2,RELA,PRKAG1,PTPN11,PTPRC,GPBAR1,PTPN1,IFNG,GSK3B,PRKAB2,ACP1,PRKAA1,AKR1B10,DUSP3,PRKAB1","POLB,PLA2G1B,PTPRF,HSD11B1,PTPRC,GPBAR1,CDC25B,PTPN1,F3,PTPN2,CD81,PTPN6,ACP1,AKR1B10,CES2,DUSP3","POLB,PLA2G1B,PTPRF,PRKAG3,CDC25B,F3,MAP4K2,PTPN6,TDP1,PTPN2,PRKAG2,PRKAA2,RELA,PRKAG1,PTPN11,PTPRC,HSD11B1,GPBAR1,PTPN1,IFNG,GSK3B,PRKAB2,CD81,ACP1,PRKAA1,AKR1B10,CES2,DUSP3,PRKAB1",CHEMBL168
705,TCMID,bingpian,oleanolic acid-28-o-beta-d-glucopyranoside,,14189384,Exist,--,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C,,F3,"POLB,GPBAR1,PTPN1,F3,PTPN2,AKR1B10","POLB,GPBAR1,PTPN1,F3,AKR1B10,PTPN2",CHEMBL510111
706,TCMID,bingpian,oleanolicacid,,191720,,-+,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,,,"POLB,PLA2G1B,PTPRF,HSD11B1,PTPRC,GPBAR1,CDC25B,PTPN1,F3,PTPN2,CD81,PTPN6,ACP1,AKR1B10,CES2,DUSP3","POLB,PLA2G1B,PTPRF,CDC25B,F3,PTPN6,PTPN2,HSD11B1,PTPRC,GPBAR1,PTPN1,CD81,ACP1,AKR1B10,CES2,DUSP3",
707,TCMID,bingpian,alpha-humulene,,5281520,Exist,++,CC1=CCC(C=CCC(=CCC1)C)(C)C,,,,,CHEMBL251280
708,TCMID,bingpian,beta-caryophyllene,,5281515,Exist,++,CC1=CCCC(=C)C2CC(C2CC1)(C)C,,,,,CHEMBL445740
709,TCMID,bingpian,beta-elemene,,6918391,Exist,++,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,,,,,CHEMBL448502
710,TCMID,bingpian,gamma-caryophyllene,,5281522,Exist,++,CC1=CCCC(=C)C2CC(C2CC1)(C)C,,,,,CHEMBL448700
711,Chemistry,sanqi,delta-guaiene,,94275,,+-,CC1CCC2=C(CCC(CC12)C(=C)C)C,,,,,
712,Chemistry,sanqi,delta-cadinol,,3084311,,+-,CC1=CC2C(CCC(C2CC1)(C)O)C(C)C,,,,,
713,Chemistry,sanqi,delta-cadinene,,441005,Exist,++,CC1=CC2C(CCC(=C2CC1)C)C(C)C,,,,,CHEMBL445759
714,Chemistry,danshen,delta1-dehydrotanshinone,,NO,,,,,,,,
715,Chemistry,danshen,delta1-dehydromiltirone,,NO,,,,,,,,
716,Chemistry,sanqi,gamma-muurolene,,12313020,,++,CC1=CC2C(CC1)C(=C)CCC2C(C)C,,,,,
717,Chemistry,sanqi,gamma-elemene,,6432312,,++,CC(=C1CCC(C(C1)C(=C)C)(C)C=C)C,,,,,
718,Chemistry,sanqi,gamma-cadinene,,6432404,,++,CC1=CC2C(CC1)C(=C)CCC2C(C)C,,,,,
719,Chemistry,danshen,beta-sitosterol-3-O-beta-D-glucopyranoside,,NO,,,,,,,,
720,Chemistry,sanqi,beta-sitosterol-3-O-beta-D-glucopyranoside,,NO,,,,,,,,
