Gene,org_score_in_DisGeNET,score_in_DisGeNET,org_score_in_GeneCards,score_in_GeneCards,org_score_in_CTD,score_in_CTD,avg_score
LRRTM4,0,0,1.09,0.010986796,20.24,0.152547483,0.054511426
OSGEP,0.01,0.014285714,0,0,19.79,0.149155864,0.054480526
GART,0.01,0.014285714,0,0,19.79,0.149155864,0.054480526
FOXQ1,0,0,1.67,0.016832981,19.45,0.146593307,0.054475429
SORCS1,0,0,3.06,0.030843665,17.59,0.132574616,0.05447276
AAGAB,0,0,5.94,0.059872997,13.73,0.103482062,0.054451686
TRPC4AP,0,0,3.32,0.033464369,17.22,0.129785951,0.054416773
PURA,0,0,0,0,21.66,0.163249925,0.054416642
MMP11,0,0,0,0,21.66,0.163249925,0.054416642
MCTP1,0,0,0,0,21.66,0.163249925,0.054416642
SMIM14,0,0,0,0,21.66,0.163249925,0.054416642
FGD4,0,0,0,0,21.66,0.163249925,0.054416642
VIL1,0,0,0,0,21.66,0.163249925,0.054416642
ZMIZ1,0,0,0,0,21.66,0.163249925,0.054416642
GPR155,0,0,0,0,21.66,0.163249925,0.054416642
SMIM3,0,0,0,0,21.66,0.163249925,0.054416642
PGM2L1,0,0,0,0,21.66,0.163249925,0.054416642
SSBP2,0,0,0,0,21.66,0.163249925,0.054416642
COBL,0,0,0,0,21.66,0.163249925,0.054416642
RBM25,0,0,0,0,21.66,0.163249925,0.054416642
PPIB,0,0,0,0,21.66,0.163249925,0.054416642
RDH10,0,0,0,0,21.66,0.163249925,0.054416642
CYP4A1,0,0,0,0,21.65,0.163174555,0.054391518
TRAF3,0.01,0.014285714,4.57,0.046063905,13.64,0.102803738,0.054384452
CEP164,0,0,8.78,0.088499143,9.9,0.074615617,0.054371587
GORASP1,0.01,0.014285714,1.29,0.013002721,18.02,0.135815496,0.054367977
MIR183,0,0,6.57,0.066223163,12.85,0.096849563,0.054357575
DDX39B,0,0,4.25,0.042838424,15.95,0.120214049,0.054350824
FAIM2,0,0,0,0,21.63,0.163023817,0.054341272
CLEC4F,0,0,0,0,21.62,0.162948447,0.054316149
PCDH7,0,0,1.15,0.011591573,20.08,0.151341574,0.054311049
AGTRAP,0,0,1.7,0.017135369,19.33,0.145688875,0.054274748
UFD1,0,0,6.91,0.069650237,12.36,0.093156467,0.054268901
MTL-2,0,0,0,0,21.6,0.162797709,0.054265903
CALY,0,0,0,0,21.6,0.162797709,0.054265903
MZF1,0,0,0,0,21.6,0.162797709,0.054265903
INPP5D,0,0,4.07,0.04102409,16.15,0.121721435,0.054248508
PTGER2,0,0,4.33,0.043644794,15.8,0.119083509,0.054242768
KAT7,0,0,0,0,21.59,0.162722339,0.05424078
RBM7,0,0,0,0,21.59,0.162722339,0.05424078
CEP-1,0,0,0,0,21.59,0.162722339,0.05424078
NACC1,0,0,0,0,21.59,0.162722339,0.05424078
ASB7,0,0,0,0,21.59,0.162722339,0.05424078
TTF1,0,0,0,0,21.59,0.162722339,0.05424078
LONRF2,0,0,0,0,21.59,0.162722339,0.05424078
NDNF,0,0,0,0,21.59,0.162722339,0.05424078
EVI2B,0,0,0,0,21.59,0.162722339,0.05424078
KCNK12,0,0,0,0,21.59,0.162722339,0.05424078
ELAPOR1,0,0,0,0,21.59,0.162722339,0.05424078
PWWP3B,0,0,0,0,21.59,0.162722339,0.05424078
PIP4K2C,0,0,0,0,21.59,0.162722339,0.05424078
GAMT,0,0,0,0,21.58,0.16264697,0.054215657
FAM160A1,0,0,0,0,21.58,0.16264697,0.054215657
CCDC83,0,0,0,0,21.58,0.16264697,0.054215657
RIT1,0,0,7.92,0.079830662,10.98,0.082755502,0.054195388
PCDH17,0,0,0,0,21.57,0.162571601,0.054190534
RHPN2,0,0,0,0,21.57,0.162571601,0.054190534
MMP19,0,0,0,0,21.57,0.162571601,0.054190534
HSPB11,0,0,0,0,21.57,0.162571601,0.054190534
HEG1,0,0,0,0,21.57,0.162571601,0.054190534
UOX,0,0,0,0,21.57,0.162571601,0.054190534
TENM3,0,0,0,0,21.57,0.162571601,0.054190534
RAB32,0,0,0,0,21.57,0.162571601,0.054190534
CBX4,0,0,0,0,21.57,0.162571601,0.054190534
DNAJA2,0,0,0,0,21.57,0.162571601,0.054190534
FNDC10,0,0,0,0,21.57,0.162571601,0.054190534
GALR3,0,0,0.81,0.0081645,20.48,0.154356346,0.054173615
PLEKHH2,0,0,1.43,0.01441387,19.65,0.148100693,0.054171521
GTF2H5,0,0,7.65,0.077109162,11.33,0.085393428,0.05416753
RXRG,0,0,4.83,0.048684608,15.1,0.113807658,0.054164089
MED6,0,0,0.89,0.00897087,20.35,0.153376545,0.054115805
PRG2,0,0,3.85,0.038806572,16.39,0.123530298,0.05411229
RNASE3,0,0,8.28,0.083459329,10.46,0.078836298,0.054098542
RTEL1,0.01,0.014285714,9.39,0.094647717,7.08,0.053361471,0.054098301
SEC13,0,0,0,0,21.53,0.162270124,0.054090041
TRIM22,0,0,2.01,0.020260054,18.84,0.141995779,0.054085278
NFIA,0,0,0,0,21.52,0.162194754,0.054064918
IL13RA1,0,0,0,0,21.52,0.162194754,0.054064918
COPE,0,0,0,0,21.52,0.162194754,0.054064918
LHCGR,0,0,0,0,21.52,0.162194754,0.054064918
CGM4,0,0,0,0,21.51,0.162119385,0.054039795
OLFR976,0,0,0,0,21.51,0.162119385,0.054039795
OLFR667,0,0,0,0,21.51,0.162119385,0.054039795
RAP1GDS1,0,0,0.68,0.006854148,20.6,0.155260778,0.054038309
ARVCF,0,0,6.66,0.06713033,12.6,0.09496533,0.054031887
MIR361,0.01,0.014285714,3.41,0.034371535,15.04,0.113355442,0.05400423
NAB2,0,0,6.03,0.060780163,13.43,0.101220983,0.054000382
KTN1-AS1,0,0,0,0,21.49,0.161968646,0.053989549
NUCKS1,0,0,1.41,0.014212277,19.6,0.147723847,0.053978708
LIPC-AS1,0.1,0.142857143,1.89,0.019050499,0,0,0.053969214
HIBADH,0,0,0,0,21.48,0.161893277,0.053964426
IGF2BP3,0,0,0,0,21.48,0.161893277,0.053964426
ZFR,0,0,0,0,21.48,0.161893277,0.053964426
PDLIM2,0,0,0,0,21.48,0.161893277,0.053964426
TBC1D9,0.03,0.042857143,0,0,15.79,0.11900814,0.053955094
UGT1A9,0,0,2.8,0.028222961,17.73,0.133629786,0.053950916
CRYZ,0,0,0.87,0.008769277,20.31,0.153075068,0.053948115
ME3,0,0,0,0,21.47,0.161817908,0.053939303
ADGRG6,0,0,0,0,21.47,0.161817908,0.053939303
LARP1B,0,0,0,0,21.47,0.161817908,0.053939303
CIT,0,0,0,0,21.47,0.161817908,0.053939303
KRT4,0,0,0,0,21.47,0.161817908,0.053939303
NDUFAB1,0.01,0.014285714,2.79,0.028122165,15.84,0.119384986,0.053930955
ACTN3,0,0,3.96,0.039915331,16.17,0.121872174,0.053929168
CBR3,0,0,0,0,21.46,0.161742538,0.053914179
TSBP1-AS1,0.1,0.142857143,1.87,0.018848906,0,0,0.053902016
PEX13,0,0,10.23,0.103114605,7.77,0.058561954,0.053892186
PTOV1,0,0,0,0,21.45,0.161667169,0.053889056
RAB1B,0,0,0,0,21.45,0.161667169,0.053889056
SLN,0,0,2.09,0.021066425,18.65,0.140563762,0.053876729
TMEM205,0,0,0.99,0.009978833,20.12,0.151643051,0.053873961
FCN3,0.02,0.028571429,4.54,0.045761516,11.58,0.087277661,0.053870202
SNRNP200,0,0,0,0,21.44,0.1615918,0.053863933
TOMM70A,0,0,0,0,21.44,0.1615918,0.053863933
CYB5R4,0,0,0,0,21.44,0.1615918,0.053863933
PCYOX1L,0,0,0,0,21.44,0.1615918,0.053863933
CYP4A3,0,0,0,0,21.44,0.1615918,0.053863933
TMPRSS4,0,0,0,0,21.44,0.1615918,0.053863933
ARF3,0,0,0,0,21.44,0.1615918,0.053863933
CD72,0,0,0,0,21.44,0.1615918,0.053863933
TMEM163,0,0,1.8,0.018143332,19.03,0.143427796,0.053857043
RFX1,0.02,0.028571429,2.14,0.021570406,14.78,0.11139584,0.053845892
RGS5,0,0,1.96,0.019756073,18.81,0.141769671,0.053841915
TBKBP1,0,0,0,0,21.43,0.161516431,0.05383881
KPNA6,0,0,0,0,21.43,0.161516431,0.05383881
ARSI,0,0,0,0,21.43,0.161516431,0.05383881
NOXA1,0,0,0,0,21.43,0.161516431,0.05383881
RGS18,0,0,0,0,21.43,0.161516431,0.05383881
SMNDC1,0,0,0,0,21.43,0.161516431,0.05383881
MARCHF1,0,0,1.16,0.01169237,19.87,0.149758818,0.053817063
PTGR1,0,0,0.26,0.002620704,21.07,0.158803135,0.053807946
CENPU,0,0,0.94,0.009474851,20.16,0.151944528,0.05380646
FLT4,0,0,10.45,0.105332124,7.44,0.056074766,0.053802297
POLE2,0,0,0,0,21.4,0.161290323,0.053763441
PRIM1,0,0,0,0,21.4,0.161290323,0.053763441
PGAM1,0,0,0,0,21.4,0.161290323,0.053763441
PNMT,0,0,2.85,0.028726943,17.58,0.132499246,0.053742063
HRH2,0,0,5.9,0.059469812,13.5,0.101748568,0.05373946
CCL12,0,0,0,0,21.39,0.161214953,0.053738318
FGF8,0,0,0,0,21.39,0.161214953,0.053738318
MYBBP1A,0,0,0,0,21.39,0.161214953,0.053738318
CRABP1,0,0,0,0,21.39,0.161214953,0.053738318
MEF2D,0,0,0,0,21.39,0.161214953,0.053738318
RHBDF1,0,0,0,0,21.39,0.161214953,0.053738318
SLC12A4,0,0,0,0,21.39,0.161214953,0.053738318
DCC,0,0,5.5,0.05543796,14.03,0.105743141,0.053727034
PROK2,0,0,4.99,0.050297349,14.71,0.110868254,0.053721868
CEMIP2,0,0,0,0,21.38,0.161139584,0.053713195
DHRS2,0,0,0,0,21.38,0.161139584,0.053713195
MATR3,0,0,0,0,21.38,0.161139584,0.053713195
DLX2,0,0,0,0,21.38,0.161139584,0.053713195
MAN2A1,0,0,0,0,21.38,0.161139584,0.053713195
PTPRZ1,0,0,0,0,21.38,0.161139584,0.053713195
RPLP1,0,0,2.37,0.023888721,18.21,0.137247513,0.053712078
PEX6,0,0,11.81,0.119040419,5.57,0.041980705,0.053673708
FAN1,0,0,6.2,0.0624937,13.07,0.098507688,0.053667129
INHA,0,0,0,0,21.36,0.160988845,0.053662948
TSPYL2,0,0,1.02,0.010281222,19.99,0.15066325,0.053648157
HPRT1,0,0,0,0,21.35,0.160913476,0.053637825
C8A,0,0,10.51,0.105936902,7.29,0.054944227,0.053627043
EHD3,0.01,0.014285714,1.06,0.010684407,18.03,0.135890865,0.053620329
LRRC10,0,0,4.36,0.043947183,15.51,0.116897799,0.053614994
KRT19,0,0,0,0,21.34,0.160838107,0.053612702
CLDN1,0,0,0,0,21.34,0.160838107,0.053612702
SNAP25,0,0,0,0,21.34,0.160838107,0.053612702
DENND5A,0,0,4.47,0.045055942,15.36,0.11576726,0.053607734
KCNA3,0,0,2.36,0.023787925,18.18,0.137021405,0.05360311
AK1,0,0,3.87,0.039008164,16.16,0.121796804,0.053601656
NUP155,0,0,0,0,21.33,0.160762737,0.053587579
TGOLN2,0,0,0,0,21.33,0.160762737,0.053587579
USP8,0,0,8.77,0.088398347,9.6,0.072354537,0.053584295
SIGLEC1,0.01,0.014285714,3.03,0.030541276,15.38,0.115917998,0.053581663
CYBC1,0,0,8.32,0.083862514,10.2,0.076876696,0.053579737
ALDH1B1,0,0,2.23,0.022477573,18.34,0.138227314,0.053568296
SH2D1A,0,0,10.27,0.103517791,7.58,0.057129937,0.053549243
ABI2,0,0,1.16,0.01169237,19.76,0.148929756,0.053540709
INA,0,0,0,0,21.3,0.160536629,0.05351221
USP46,0,0,0,0,21.3,0.160536629,0.05351221
GMFB,0,0,0,0,21.3,0.160536629,0.05351221
APOBEC3C,0,0,0,0,21.3,0.160536629,0.05351221
GPR137B,0,0,0,0,21.3,0.160536629,0.05351221
FZD6,0,0,0,0,21.3,0.160536629,0.05351221
SYNGR1,0,0,0,0,21.3,0.160536629,0.05351221
MRPS17,0,0,0,0,21.29,0.16046126,0.053487087
RIC8A,0,0,0,0,21.29,0.16046126,0.053487087
EPB41L5,0,0,0,0,21.29,0.16046126,0.053487087
PLD6,0,0,0,0,21.29,0.16046126,0.053487087
MYF5,0,0,0,0,21.29,0.16046126,0.053487087
DNASE1L1,0,0,0,0,21.29,0.16046126,0.053487087
COQ6,0,0,0,0,21.29,0.16046126,0.053487087
RBP2,0,0,0,0,21.29,0.16046126,0.053487087
GAREM1,0,0,0,0,21.29,0.16046126,0.053487087
KRT83,0,0,0,0,21.29,0.16046126,0.053487087
POU4F1,0,0,0,0,21.29,0.16046126,0.053487087
KCNE4,0,0,0,0,21.29,0.16046126,0.053487087
LSM2,0,0,0,0,21.29,0.16046126,0.053487087
TUBD1,0,0,0,0,21.29,0.16046126,0.053487087
LGALS8,0,0,0,0,21.29,0.16046126,0.053487087
SEC14L4,0,0,0,0,21.29,0.16046126,0.053487087
SNX3,0,0,0,0,21.29,0.16046126,0.053487087
H2BC6,0,0,0,0,21.29,0.16046126,0.053487087
ARHGAP8,0,0,0,0,21.29,0.16046126,0.053487087
RAMP3,0,0,1.45,0.014615462,19.35,0.145839614,0.053485025
DCTN5,0,0,2.97,0.029936498,17.31,0.130464275,0.053466924
HRNR,0,0,0,0,21.28,0.160385891,0.053461964
SMCO4,0,0,0,0,21.28,0.160385891,0.053461964
NQO2,0,0,0,0,21.28,0.160385891,0.053461964
PALM,0,0,0,0,21.28,0.160385891,0.053461964
KCNQ3,0,0,7.34,0.073984477,11.46,0.086373229,0.053452569
NID2,0,0,0.83,0.008366092,20.16,0.151944528,0.053436873
PCDHA4,0,0,0,0,21.27,0.160310522,0.053436841
H4C6,0,0,0,0,21.26,0.160235152,0.053411717
MYO1D,0,0,2.59,0.026106239,17.79,0.134082002,0.05339608
RBPJ,0,0,6.98,0.070355811,11.91,0.089764848,0.053373553
NUF2,0,0,0,0,21.23,0.160009044,0.053336348
SRSF10,0,0,0,0,21.23,0.160009044,0.053336348
RRM1,0,0,3.05,0.030742869,17.15,0.129258366,0.053333745
CTCF,0,0,8.83,0.089003125,9.42,0.07099789,0.053333672
CKMT2,0.01,0.014285714,0,0,19.33,0.145688875,0.053324863
PAPLN,0,0,1.1,0.011087592,19.75,0.148854386,0.053313993
IFITM1,0,0,0,0,21.22,0.159933675,0.053311225
NDUFAF1,0,0,9.42,0.094950106,8.62,0.064968345,0.05330615
GAB1,0,0,0,0,21.21,0.159858306,0.053286102
VAMP2,0,0,0,0,21.21,0.159858306,0.053286102
IL10RB,0,0,0,0,21.21,0.159858306,0.053286102
CR1,0.01,0.014285714,10.58,0.106642476,5.16,0.038890564,0.053272918
STX2,0,0,1.39,0.014010684,19.33,0.145688875,0.053233186
DNALI1,0,0,2.79,0.028122165,17.45,0.131519445,0.05321387
SSRP1,0,0,2.75,0.02771898,17.5,0.131896292,0.053205091
EFHD2,0,0,0.85,0.008567685,20.04,0.151040096,0.053202594
ARPP19,0,0,0.76,0.007660518,20.16,0.151944528,0.053201682
SCAMP5,0,0,1.38,0.013909888,19.33,0.145688875,0.053199588
TOR1A,0,0,9.33,0.094042939,8.69,0.06549593,0.053179623
ALG3,0,0,0,0,21.16,0.159481459,0.053160486
BTBD9,0,0,0,0,21.16,0.159481459,0.053160486
ATRX,0,0,0,0,21.16,0.159481459,0.053160486
SLC10A4,0,0,0,0,21.15,0.15940609,0.053135363
PHF8,0,0,0,0,21.15,0.15940609,0.053135363
AP2M1,0,0,0,0,21.15,0.15940609,0.053135363
ALKBH7,0,0,0,0,21.15,0.15940609,0.053135363
FCRLA,0,0,0,0,21.15,0.15940609,0.053135363
ZNF148,0,0,0,0,21.15,0.15940609,0.053135363
PRRT1,0,0,0,0,21.15,0.15940609,0.053135363
NCAN,0,0,3.37,0.03396835,16.64,0.125414531,0.053127627
RNF7,0,0,0,0,21.14,0.159330721,0.05311024
NCLN,0,0,0,0,21.14,0.159330721,0.05311024
LY6K,0,0,0,0,21.14,0.159330721,0.05311024
UPK1B,0,0,0,0,21.14,0.159330721,0.05311024
NINL,0,0,0,0,21.14,0.159330721,0.05311024
ATP12A,0,0,0,0,21.14,0.159330721,0.05311024
ZNF503,0,0,0,0,21.14,0.159330721,0.05311024
B3GNTL1,0,0,0,0,21.14,0.159330721,0.05311024
PACS1,0,0,0,0,21.14,0.159330721,0.05311024
ANKRD23,0,0,4.08,0.041124887,15.68,0.118179077,0.053101321
LAG3,0.01,0.014285714,1.81,0.018244129,16.82,0.126771179,0.053100341
RAD51B,0,0,2.61,0.026307832,17.64,0.132951462,0.053086431
STUB1,0,0,7.28,0.0733797,11.39,0.085845644,0.053075115
NNT,0,0,6.15,0.061989719,12.9,0.097226409,0.053072043
PPP1R3A,0,0,8.66,0.087289588,9.54,0.071902321,0.05306397
PPAT,0,0,0,0,21.12,0.159179982,0.053059994
KLHL21,0,0,0,0,21.12,0.159179982,0.053059994
INPP4B,0,0,0,0,21.12,0.159179982,0.053059994
ACSS1,0,0,0,0,21.12,0.159179982,0.053059994
MYO5B,0,0,0,0,21.12,0.159179982,0.053059994
GULO,0,0,0,0,21.12,0.159179982,0.053059994
ZWINT,0,0,0,0,21.1,0.159029243,0.053009748
MITF,0,0,0,0,21.1,0.159029243,0.053009748
STARD3,0,0,1.71,0.017236166,18.81,0.141769671,0.053001946
ZNF507,0,0,1.56,0.015724221,19.01,0.143277058,0.053000426
TAF1,0,0,9.35,0.094244532,8.58,0.064666868,0.052970467
SPDYE8,0,0,2.46,0.024795888,17.79,0.134082002,0.052959297
G3BP1,0,0,2.9,0.029230924,17.2,0.129635213,0.052955379
LSM5,0,0,1.38,0.013909888,19.23,0.144935182,0.052948357
NUDT6,0,0,3.59,0.036185868,16.27,0.122625867,0.052937245
TMPRSS2,0,0,2.61,0.026307832,17.58,0.132499246,0.052935693
CCDC6,0,0,1.6,0.016127407,18.93,0.142674103,0.052933837
GATA1,0,0,10.14,0.102207439,7.5,0.056526982,0.052911474
SDF2L1,0,0,0,0,21.06,0.158727766,0.052909255
DCPS,0,0,5.8,0.058461849,13.3,0.100241182,0.05290101
TUBA8,0,0,0,0,21.05,0.158652397,0.052884132
TYK2,0,0,0,0,21.05,0.158652397,0.052884132
SELENOS,0.01,0.014285714,3.03,0.030541276,15.1,0.113807658,0.052878216
TCF7L1,0,0,1.86,0.01874811,18.56,0.139885439,0.05287785
AK2,0,0,0,0,21.04,0.158577027,0.052859009
PLEKHA5,0,0,0,0,21.04,0.158577027,0.052859009
TRPV6,0,0,0,0,21.04,0.158577027,0.052859009
TRA2B,0,0,0,0,21.04,0.158577027,0.052859009
RDH11,0,0,0,0,21.04,0.158577027,0.052859009
PDE7A,0,0,0,0,21.04,0.158577027,0.052859009
PAX3,0,0,0,0,21.04,0.158577027,0.052859009
STBD1,0,0,0,0,21.04,0.158577027,0.052859009
PSMC3IP,0,0,0,0,21.04,0.158577027,0.052859009
TTK,0,0,0,0,21.04,0.158577027,0.052859009
SFXN2,0,0,0,0,21.04,0.158577027,0.052859009
DUSP4,0,0,0,0,21.04,0.158577027,0.052859009
FLG,0,0,0,0,21.03,0.158501658,0.052833886
EPB41L1,0,0,0,0,21.03,0.158501658,0.052833886
PANK1,0,0,0,0,21.03,0.158501658,0.052833886
OAS2,0,0,0,0,21.03,0.158501658,0.052833886
SAMD4A,0,0,0,0,21.03,0.158501658,0.052833886
WNT3A,0,0,0,0,21.03,0.158501658,0.052833886
CPNE3,0,0,1.42,0.014313073,19.13,0.144181489,0.052831521
PFKL,0.01,0.014285714,0,0,19.13,0.144181489,0.052822401
RORA,0,0,3.51,0.035379498,16.33,0.123078083,0.052819194
HPS6,0,0,5.94,0.059872997,13.08,0.098583057,0.052818685
TMOD4,0,0,1.74,0.017538555,18.69,0.14086524,0.052801265
MAP2K3,0,0,2.85,0.028726943,17.2,0.129635213,0.052787385
PTGDR2,0,0,0,0,21.01,0.15835092,0.05278364
LZTS2,0,0,0,0,21.01,0.15835092,0.05278364
MRPL15,0,0,0,0,21.01,0.15835092,0.05278364
PRPF18,0,0,0,0,21.01,0.15835092,0.05278364
LRRC1,0,0,0,0,21.01,0.15835092,0.05278364
CHID1,0,0,0,0,21.01,0.15835092,0.05278364
CNOT1,0,0,0,0,21.01,0.15835092,0.05278364
KRT6B,0,0,0,0,21.01,0.15835092,0.05278364
SNAPC3,0,0,0,0,21.01,0.15835092,0.05278364
TMEM69,0,0,0,0,21.01,0.15835092,0.05278364
LIN28A,0,0,0,0,21.01,0.15835092,0.05278364
ADAM28,0,0,0,0,21.01,0.15835092,0.05278364
ADCK2,0,0,0,0,21.01,0.15835092,0.05278364
MYOC,0,0,8.42,0.084870477,9.74,0.073409708,0.052760062
PFKMB,0,0,0,0,21,0.15827555,0.052758517
ZNF121,0,0,0,0,21,0.15827555,0.052758517
HAUS2,0,0,0,0,21,0.15827555,0.052758517
MXRA5,0,0,0,0,21,0.15827555,0.052758517
SH2D3C,0,0,0,0,21,0.15827555,0.052758517
TRPC5,0,0,1.37,0.013809092,19.16,0.144407597,0.052738896
CPLANE2,0,0,0,0,20.99,0.158200181,0.052733394
RGS8,0,0,0.65,0.006551759,20.12,0.151643051,0.052731603
SLC31A1,0,0,0,0,20.98,0.158124812,0.052708271
ARRDC1,0,0,0,0,20.98,0.158124812,0.052708271
HK1,0,0,0,0,20.98,0.158124812,0.052708271
REP15,0,0,0,0,20.98,0.158124812,0.052708271
MPV17,0,0,11.25,0.113395827,5.93,0.044694001,0.052696609
QTRT1,0,0,1.88,0.018949703,18.46,0.139131746,0.052693816
ATN1,0,0,9.14,0.09212781,8.75,0.065948146,0.052691985
ATF1,0,0,2.48,0.02499748,17.65,0.133026831,0.05267477
SRRM4,0.1,0.142857143,0,0,2.01,0.015149231,0.052668791
TNFRSF4,0.01,0.014285714,6.98,0.070355811,9.73,0.073334338,0.052658621
KCNMB4,0,0,0,0,20.96,0.157974073,0.052658024
PCP4,0,0,0,0,20.96,0.157974073,0.052658024
RNF144B,0,0,0,0,20.95,0.157898704,0.052632901
SMPDL3A,0,0,0,0,20.95,0.157898704,0.052632901
FOXN3,0,0,0,0,20.95,0.157898704,0.052632901
FJX1,0,0,0,0,20.95,0.157898704,0.052632901
TIMM8B,0,0,0,0,20.95,0.157898704,0.052632901
FRMD4A,0,0,0,0,20.95,0.157898704,0.052632901
LYPLA1,0,0,0,0,20.95,0.157898704,0.052632901
TFDP2,0,0,0,0,20.95,0.157898704,0.052632901
SLC41A2,0,0,0,0,20.95,0.157898704,0.052632901
SGO2,0,0,0,0,20.95,0.157898704,0.052632901
FCMR,0,0,1.21,0.012196351,19.33,0.145688875,0.052628409
ATP2B2,0.01,0.014285714,0,0,19.05,0.143578535,0.052621416
OSBPL8,0,0,1.05,0.010583611,19.54,0.147271631,0.052618414
ZHX3,0,0,3.48,0.035077109,16.28,0.122701236,0.052592782
MIR9-1,0,0,13.38,0.134865437,3.04,0.02291227,0.052592569
FLOT2,0.02,0.028571429,1.58,0.015925814,15.03,0.113280072,0.052592438
LEMD3,0,0,11.48,0.115714142,5.58,0.042056075,0.052590072
WNT2,0,0,4.48,0.045156738,14.94,0.112601749,0.052586162
CYP4A14,0,0,0,0,20.93,0.157747965,0.052582655
KAT5,0,0,3.85,0.038806572,15.78,0.118932771,0.052579781
HAPLN3,0,0,2.9,0.029230924,17.05,0.128504673,0.052578532
MYO1E,0,0,6.27,0.063199274,12.54,0.094513114,0.052570796
HDC,0,0,4.3,0.043342405,15.17,0.114335243,0.052559216
PFAS,0,0,1.77,0.017840943,18.55,0.139810069,0.052550337
AP3D1,0,0,3.83,0.038604979,15.79,0.11900814,0.052537706
TCF7,0,0,2.82,0.028424554,17.13,0.129107627,0.052510727
MMS19,0,0,0,0,20.9,0.157521857,0.052507286
KYAT3,0,0,1.17,0.011793166,19.33,0.145688875,0.052494014
POMP,0,0,5.11,0.051506905,14.06,0.105969249,0.052492051
ANKRD55,0,0,5.46,0.055034775,13.59,0.102426892,0.052487222
AGO2,0.01,0.014285714,0,0,18.99,0.143126319,0.052470678
ARSD,0.06,0.085714286,0,0,9.51,0.071676213,0.0524635
MIR301A,0,0,2.73,0.027517387,17.23,0.12986132,0.052459569
ZFAND3,0,0,0,0,20.88,0.157371118,0.052457039
GJA8,0,0,8.24,0.083056144,9.86,0.074314139,0.052456761
NME3,0,0,1.8,0.018143332,18.47,0.139207115,0.052450149
FMO1,0,0,1.78,0.01794174,18.49,0.139357853,0.052433198
SCG5,0,0,0,0,20.87,0.157295749,0.052431916
APTX,0,0,0,0,20.87,0.157295749,0.052431916
RNF19B,0,0,0,0,20.87,0.157295749,0.052431916
MPPED2,0,0,0,0,20.87,0.157295749,0.052431916
KLF13,0,0,0,0,20.87,0.157295749,0.052431916
RPL17,0,0,0,0,20.87,0.157295749,0.052431916
COL9A3,0,0,0,0,20.87,0.157295749,0.052431916
C1RL,0,0,0,0,20.87,0.157295749,0.052431916
ARHGAP20,0,0,0.91,0.009172462,19.65,0.148100693,0.052424385
PCBP3,0,0,0,0,20.86,0.15722038,0.052406793
VILL,0,0,0,0,20.86,0.15722038,0.052406793
GFPT1,0,0,0,0,20.86,0.15722038,0.052406793
IGBP1,0,0,0,0,20.86,0.15722038,0.052406793
ALDH3B1,0,0,0,0,20.86,0.15722038,0.052406793
TMEM256,0,0,0,0,20.86,0.15722038,0.052406793
DNAJC3,0,0,0,0,20.86,0.15722038,0.052406793
HEXB,0,0,0,0,20.86,0.15722038,0.052406793
SRRM2,0,0,0,0,20.86,0.15722038,0.052406793
AHNAK,0,0,0,0,20.86,0.15722038,0.052406793
FGFBP3,0,0,0,0,20.86,0.15722038,0.052406793
MCM8,0,0,0,0,20.86,0.15722038,0.052406793
VARS2,0,0,0,0,20.86,0.15722038,0.052406793
CHRNB2,0,0,0,0,20.86,0.15722038,0.052406793
GRP,0,0,8.95,0.09021268,8.89,0.067003316,0.052405332
IAH1,0,0,4.79,0.048281423,14.45,0.108908652,0.052396692
MIR15A,0,0,8.84,0.089103921,9.02,0.067983117,0.052362346
BCCIP,0,0,1.05,0.010583611,19.43,0.146442569,0.05234206
PROK1,0,0,0,0,20.83,0.156994272,0.052331424
PEX1,0,0,10.9,0.109867957,6.25,0.047105819,0.052324592
METRNL,0.01,0.014285714,1.8,0.018143332,16.52,0.124510099,0.052313048
DHX38,0,0,5.57,0.056143534,13.37,0.100768767,0.0523041
CRIP2,0,0,0.49,0.004939018,20.16,0.151944528,0.052294515
AFP,0,0,0,0,20.81,0.156843533,0.052281178
MT-ATP6,0,0,15.56,0.156839028,0,0,0.052279676
PDSS2,0,0,6.32,0.063703256,12.35,0.093081097,0.052261451
NRG4,0.01,0.014285714,1.96,0.019756073,16.28,0.122701236,0.052247674
IL3RA,0,0,3.12,0.031448443,16.62,0.125263793,0.052237412
GSDME,0,0,0,0,20.79,0.156692795,0.052230932
IL17RB,0,0,0,0,20.79,0.156692795,0.052230932
SFXN1,0,0,0,0,20.79,0.156692795,0.052230932
CACNA1B,0,0,6.83,0.068843867,11.65,0.087805246,0.052216371
WWTR1,0,0,2.58,0.026005443,17.33,0.130615014,0.052206819
NAB1,0,0,1.72,0.017336962,18.48,0.139282484,0.052206482
PCP4L1,0,0,0,0,20.78,0.156617425,0.052205808
GNAI2,0,0,0,0,20.78,0.156617425,0.052205808
GPCPD1,0,0,0,0,20.78,0.156617425,0.052205808
FAM111A,0,0,0,0,20.78,0.156617425,0.052205808
MAP2K5,0,0,0,0,20.78,0.156617425,0.052205808
RHOU,0,0,0,0,20.78,0.156617425,0.052205808
TFAP2C,0,0,0,0,20.78,0.156617425,0.052205808
CCPG1,0,0,0,0,20.78,0.156617425,0.052205808
SON,0,0,0,0,20.78,0.156617425,0.052205808
NEK2,0,0,0,0,20.78,0.156617425,0.052205808
