Gene,org_score_in_DisGeNET,score_in_DisGeNET,org_score_in_GeneCards,score_in_GeneCards,org_score_in_CTD,score_in_CTD,avg_score
OLFR352,0,0,0,0,3.78,0.018350405,0.006116802
ZFP932,0,0,0,0,2.98,0.014466722,0.004822241
LOC107986016,0,0,0.69,0.005175129,0,0,0.001725043
WTAP,0,0,0.74,0.005550139,7.67,0.037234817,0.014261652
DIS3,0,0,0,0,14.68,0.071265595,0.023755198
VMN1R211,0,0,0,0,3.56,0.017282392,0.005760797
HTR3A,0,0,3.96,0.029700743,11.66,0.05660469,0.028768478
EPS15L1,0,0,0,0,2.15,0.0104374,0.003479133
SLITRK5,0,0,0,0,8.08,0.039225205,0.013075068
SCO2,0,0,0.91,0.006825171,15.95,0.077430943,0.028085371
RBBP9,0,0,0,0,11.08,0.053789019,0.017929673
NCR2,0,0,1.76,0.01320033,3,0.014563814,0.009254715
GATAD1,0,0,0,0,7.76,0.037671732,0.012557244
DYX1C1,0,0,0,0,3.99,0.019369872,0.006456624
MIR9-3,0,0,2.1,0.015750394,0,0,0.005250131
SNHG29,0,0,0,0,9.52,0.046215836,0.015405279
GNAT3,0,0,0,0,5.67,0.027525608,0.009175203
SNAR-A1,0,0,0,0,3.53,0.017136754,0.005712251
NDC1,0,0,0,0,25.49,0.123743871,0.041247957
CCDC68,0,0,0,0,10.27,0.049856789,0.01661893
CRACR2B,0,0,0.36,0.002700068,12.29,0.05966309,0.020787719
THOC6,0,0,0.74,0.005550139,12.29,0.05966309,0.021737743
KIAA0513,0,0,1.05,0.007875197,9.3,0.045147823,0.01767434
D6WSU163E,0,0,0,0,2.76,0.013398709,0.004466236
MIR372,0,0,0,0,3.14,0.015243458,0.005081153
H3C7,0,0,0,0,12.83,0.062284577,0.020761526
NIT1,0,0,0.69,0.005175129,7.23,0.035098791,0.01342464
ASNRS,0,0,0,0,3.64,0.017670761,0.005890254
SOX14,0,0,0.69,0.005175129,12.59,0.061119472,0.0220982
WHAMMP3,0,0,0,0,3.01,0.01461236,0.004870787
CCDC160,0,0,0,0,2.47,0.011990873,0.003996958
SNORA38B,0,0,0,0,3.4,0.016505656,0.005501885
TOR2A,0,0,0,0,2.16,0.010485946,0.003495315
SEC24C,0,0,0.91,0.006825171,9.04,0.043885626,0.016903599
MIR291A,0,0,0,0,3.14,0.015243458,0.005081153
OR51E1,0,0,0,0,3.24,0.015728919,0.005242973
TMEM14A,0,0,0.09,0.000675017,17.05,0.082771008,0.027815342
MC4R,0,0,4.9,0.036750919,10.79,0.052381184,0.029710701
MT-TA,0,0,0.29,0.002175054,0,0,0.000725018
ENSG00000251148,0,0,0.69,0.005175129,0,0,0.001725043
TCHP,0,0,0,0,9.45,0.045876013,0.015292004
EPOP,0,0,0.69,0.005175129,0,0,0.001725043
CBLB,0,0,0,0,14.73,0.071508326,0.023836109
RPS6KA3,0,0,1.51,0.011325283,10.97,0.053255012,0.021526765
PHF20L1,0,0,0.36,0.002700068,12.71,0.061702024,0.021467364
CEP295NL,0,0,0.69,0.005175129,0,0,0.001725043
ERCC6L2,0,0,0.69,0.005175129,5.34,0.025923589,0.010366239
GPR101,0,0,0,0,2.78,0.013495801,0.0044986
P3H1,0,0,0,0,8.19,0.039759212,0.013253071
ESR2A,0,0,0,0,10.97,0.053255012,0.017751671
TMEM229A,0,0,0,0,10.86,0.052721006,0.017573669
ENSG00000288039,0,0,0.69,0.005175129,0,0,0.001725043
NKX2.5,0,0,0,0,13.53,0.0656828,0.021894267
ERLEC1,0,0,0,0,8.98,0.043594349,0.01453145
GMPPA,0,0,0,0,15.23,0.073935628,0.024645209
FLG2,0,0,0,0,3.38,0.016408564,0.005469521
MVDA,0,0,0,0,3.07,0.014903636,0.004967879
EIF4A1P6,0,0,0.09,0.000675017,0,0,0.000225006
HIF1AN,0,0,1.12,0.00840021,18.2,0.088353804,0.032251338
PCCA,0,0,0,0,4.09,0.019855333,0.006618444
CHAF1A,0,0,0,0,18.65,0.090538376,0.030179459
FAM74A3,0,0,0,0,3.78,0.018350405,0.006116802
TTC37,0,0,0,0,5.11,0.024807029,0.00826901
LPO,0,0,0.33,0.002475062,33.38,0.162046701,0.054840588
FUT5,0,0,0,0,2.84,0.013787077,0.004595692
ZNF623,0,0,0,0,6.2,0.030098548,0.010032849
ALDH3B1,0,0,0,0,18.97,0.092091849,0.030697283
MIR1251,0,0,0,0,4.18,0.020292247,0.006764082
IRX3,0,0,0,0,16.36,0.079421331,0.026473777
MMAA,0,0,1.73,0.012975324,8.48,0.041167047,0.018047457
LOC105377622,0,0,0.69,0.005175129,0,0,0.001725043
GPX8,0,0,0,0,16.53,0.080246614,0.026748871
FAM219A,0,0,0,0,12.8,0.062138939,0.02071298
PRAMEF1,0,0,0,0,8.92,0.043303073,0.014434358
TMEM222,0,0,0,0,3.14,0.015243458,0.005081153
F13A2.4,0,0,0,0,4.99,0.024224477,0.008074826
OLFR95,0,0,0,0,2.65,0.012864702,0.004288234
PFDN2,0,0,0,0,22.4,0.108743143,0.036247714
CECR5,0,0,0,0,2.99,0.014515268,0.004838423
ZNF8,0,0,0,0,3.09,0.015000728,0.005000243
TYMS-PS,0,0,0,0,2.47,0.011990873,0.003996958
ACOX3,0,0,0,0,14.46,0.070197582,0.023399194
HPN,0,0,0,0,9.53,0.046264382,0.015421461
GNMT,0,0,0,0,15.22,0.073887082,0.024629027
OR2F1,0,0,0,0,3.42,0.016602748,0.005534249
UGT-8,0,0,0,0,2.98,0.014466722,0.004822241
ARMCX5,0,0,0,0,8.93,0.043351619,0.01445054
COL23A1,0,0,0,0,4.84,0.023496286,0.007832095
PCM1,0,0,2.45,0.018375459,16.27,0.078984417,0.032453292
GGN,0,0,0,0,6.32,0.030681101,0.010227034
THAP7,0,0,0.36,0.002700068,8.92,0.043303073,0.01533438
APOL10B,0,0,0,0,7.3,0.035438614,0.011812871
MYH11,0,0,0,0,3.84,0.018641682,0.006213894
ENSG00000267174,0,0,0.69,0.005175129,0,0,0.001725043
IFI205,0,0,0,0,6.54,0.031749114,0.010583038
AQR,0,0,0.74,0.005550139,8.03,0.038982475,0.014844205
C27B7.7,0,0,0,0,4.79,0.023253556,0.007751185
BM1_17020,0,0,0,0,4.85,0.023544832,0.007848277
CLPX,0,0,0,0,6.84,0.033205495,0.011068498
DAPK3,0,0,0.38,0.002850071,12.59,0.061119472,0.021323181
CFAP54,0,0,0,0,2.84,0.013787077,0.004595692
GBGT1,0,0,0,0,2.64,0.012816156,0.004272052
ARMC3,0,0,0.78,0.005850146,6.08,0.029515996,0.011788714
STAMBP,0,0,0,0,5.27,0.025583766,0.008527922
RTF2,0,0,0.69,0.005175129,10.91,0.052963736,0.019379622
SHKBP1,0,0,0,0,9.36,0.045439099,0.015146366
PGAP1,0,0,0,0,4.6,0.022331181,0.007443727
S100A4,0,0,0.09,0.000675017,31.62,0.153502597,0.051392538
PTPN22,0,0,0,0,7.59,0.036846449,0.01228215
TPRB,0,0,0,0,3.41,0.016554202,0.005518067
DZIP1,0,0,0,0,20.19,0.098014467,0.032671489
ARHGEF10,0,0,0,0,4.88,0.02369047,0.007896823
PPP2R3D,0,0,0,0,2.99,0.014515268,0.004838423
TMEM248,0,0,0,0,5.54,0.026894509,0.008964836
GPR135,0,0,0,0,12.45,0.060439827,0.020146609
ARRDC4,0,0,0,0,15.11,0.073353075,0.024451025
CCT6P3,0,0,0,0,3.22,0.015631827,0.005210609
POP4,0,0,0,0,5.27,0.025583766,0.008527922
FBXO36,0,0,0,0,5.12,0.024855576,0.008285192
MHC1UDA,0,0,0,0,3.74,0.018156221,0.006052074
EXDL2,0,0,0,0,2.83,0.013738531,0.00457951
DMAC1,0,0,0.36,0.002700068,8.84,0.042914705,0.015204924
HMGN5,0,0,0,0,10.35,0.050245158,0.016748386
AFM,0,0,0.09,0.000675017,10.62,0.051555901,0.017410306
ZNF445,0,0,0,0,2.83,0.013738531,0.00457951
ZNF717,0,0,0.09,0.000675017,0,0,0.000225006
CYP2D12,0,0,0,0,2.42,0.011748143,0.003916048
ARSB,0,0,0.85,0.006375159,6.95,0.033739502,0.013371554
IFI16,0,0,0.36,0.002700068,4.82,0.023399194,0.008699754
UBE2L6,0,0,0,0,6.39,0.031020923,0.010340308
GJC2,0,0,0,0,15.94,0.077382397,0.025794132
CYP1A1,0,0,1.11,0.008325208,51.73,0.251128696,0.086484635
APOBEC3C,0,0,0.74,0.005550139,2.16,0.010485946,0.005345362
KIR2DS4,0,0,0.69,0.005175129,3.44,0.01669984,0.007291656
PDXK,0,0,4.24,0.031800795,11.2,0.054371571,0.028724122
SULT1A3,0,0,0.51,0.003825096,7.46,0.03621535,0.013346815
ZFAND3,0,0,0,0,4.83,0.02344774,0.007815913
SMPD4,0,0,0,0,2.08,0.010097578,0.003365859
AQP8A.1,0,0,0,0,3.44,0.01669984,0.005566613
KLHDC7A,0,0,0,0,4.94,0.023981747,0.007993916
DLX1,0,0,0,0,4.43,0.021505898,0.007168633
IGKV5-43,0,0,0,0,3.18,0.015437643,0.005145881
TYMS,0,0,0,0,14.12,0.068547017,0.022849006
MT-TS1,0,0,0.29,0.002175054,0,0,0.000725018
BMP2,0,0,0.82,0.006150154,23.43,0.113743386,0.039964513
MN308698,0,0,0.69,0.005175129,0,0,0.001725043
CLEC4B1,0,0,0,0,6.96,0.033788048,0.011262683
UCMA,0,0,0,0,6.25,0.030341279,0.01011376
C1QTNF9,0,0,0,0,2.56,0.012427788,0.004142596
FUT8-AS1,0,0,0,0,2.8,0.013592893,0.004530964
PRSS1,0,0,0.83,0.006225156,14.75,0.071605418,0.025943525
piR-38580-356,0,0,0.69,0.005175129,0,0,0.001725043
GPX,0,0,0,0,12.52,0.060779649,0.020259883
SNORD84,0,0,0,0,4.08,0.019806787,0.006602262
N,0,0,0,0,3.39,0.01645711,0.005485703
DENND1C,0,0,0.36,0.002700068,2.06,0.010000485,0.004233518
MIR6348,0,0,0,0,9.54,0.046312928,0.015437643
LIPO1,0,0,0,0,2.65,0.012864702,0.004288234
PRPH2A,0,0,0,0,3.64,0.017670761,0.005890254
BORCS8-MEF2B,0,0,0,0,2.84,0.013787077,0.004595692
GGTLC2,0,0,0,0,3.01,0.01461236,0.004870787
OLFR532,0,0,0,0,3.24,0.015728919,0.005242973
FHIT,0,0,0,0,1.73,0.008398466,0.002799489
YELLOW-F,0,0,0,0,3.43,0.016651294,0.005550431
PSMB4,0,0,1.32,0.009900248,14.26,0.069226661,0.026375636
ADO,0,0,0,0,9.41,0.045681829,0.015227276
CHN1,0,0,0.87,0.006525163,10.53,0.051118986,0.019214716
ENOX2,0,0,0,0,12.18,0.059129084,0.019709695
FOXI2,0,0,0,0,6.16,0.029904364,0.009968121
HCN2,0,0,1.05,0.007875197,4.63,0.022476819,0.010117339
IQGAP1,0,0,0.74,0.005550139,8.72,0.042332152,0.015960764
FGF17,0,0,0.69,0.005175129,3.05,0.014806544,0.006660558
KCNQ5,0,0,0,0,2.27,0.011019952,0.003673317
ZNF394,0,0,0,0,12.55,0.060925288,0.020308429
TUBB1,0,0,1.05,0.007875197,8.22,0.03990485,0.015926682
APOBEC3H,0,0,0.09,0.000675017,0,0,0.000225006
OLR1341,0,0,0,0,3.53,0.017136754,0.005712251
MIR6124,0,0,0.69,0.005175129,0,0,0.001725043
OTUD6B,0,0,0,0,8.59,0.041701053,0.013900351
ANTXR1D,0,0,0,0,4.67,0.022671003,0.007557001
KRTAP12-4,0,0,0,0,3.75,0.018204767,0.006068256
LLPH,0,0,1.07,0.008025201,8.6,0.041749599,0.0165916
ATR,0,0,0.09,0.000675017,15.91,0.077236759,0.025970592
RPS19BP1,0,0,0,0,9.39,0.045584737,0.015194912
CDC26,0,0,0,0,11.36,0.055148308,0.018382769
SLC19A2,0,0,0,0,14.26,0.069226661,0.023075554
MAGEA2,0,0,0,0,7.89,0.03830283,0.01276761
COLCA2,0,0,0,0,5.86,0.028447983,0.009482661
C16ORF89,0,0,0,0,2.79,0.013544347,0.004514782
NXT2,0,0,0.36,0.002700068,7.45,0.036166804,0.012955624
lnc-PCGF2-5,0,0,0.69,0.005175129,0,0,0.001725043
MICOS13,0,0,0,0,2.22,0.010777222,0.003592407
GNG11,0,0,0,0,8.91,0.043254527,0.014418176
REEP3,0,0,0.78,0.005850146,10.76,0.052235545,0.019361897
AASS,0,0,0,0,11.46,0.055633769,0.01854459
KCNA6,0,0,0,0,13.9,0.067479004,0.022493001
MIR669O,0,0,0,0,4.08,0.019806787,0.006602262
PHIP,0,0,0,0,9.59,0.046555658,0.015518553
PAGE2,0,0,0,0,3.53,0.017136754,0.005712251
GALE,0,0,0.36,0.002700068,17.9,0.086897422,0.02986583
ISY1,0,0,0.74,0.005550139,12.09,0.05869217,0.021414103
MGP,0,0,0.09,0.000675017,16.92,0.08213991,0.027604976
NPIPB4,0,0,0.69,0.005175129,0,0,0.001725043
DNAI4,0,0,0,0,2.66,0.012913248,0.004304416
GSTA1,0,0,0.47,0.003525088,41.76,0.202728288,0.068751125
ZNF548,0,0,0,0,6.54,0.031749114,0.010583038
FEM1A,0,0,0,0,5.07,0.024612845,0.008204282
GAPDHP15,0,0,0.69,0.005175129,0,0,0.001725043
H1F3,0,0,0,0,6.45,0.0313122,0.0104374
ZFP54,0,0,0,0,3.34,0.016214379,0.005404793
HSH2D,0,0,0,0,9.21,0.044710908,0.014903636
ECOP,0,0,0,0,5.17,0.025098306,0.008366102
lnc-GEN1-1,0,0,0.69,0.005175129,0,0,0.001725043
AXL,0,0,0,0,21.21,0.102966163,0.034322054
IL2RG,0,0,0,0,6.58,0.031943298,0.010647766
LINC00526,0,0,0,0,2.59,0.012573426,0.004191142
MIR423,0,0,0,0,12.66,0.061459294,0.020486431
SLCO1A6,0,0,0,0,3.01,0.01461236,0.004870787
PMPCB,0,0,0,0,7.74,0.03757464,0.01252488
GTF2H4,0,0,0,0,15.91,0.077236759,0.025745586
TRIP6,0,0,0,0,2.66,0.012913248,0.004304416
WFDC5,0,0,0,0,6.47,0.031409292,0.010469764
EP300B,0,0,0,0,3.78,0.018350405,0.006116802
TSPO2,0,0,0.69,0.005175129,7.02,0.034079324,0.013084818
SLC22A9,0,0,0,0,10.43,0.050633526,0.016877842
PDZRN3,0,0,0,0,9.94,0.04825477,0.016084923
LILRA4,0,0,0,0,3.21,0.015583281,0.005194427
FOXO6,0,0,0,0,5.26,0.02553522,0.00851174
GPR83,0,0,0.96,0.00720018,5.61,0.027234332,0.011478171
CCDC85B,0,0,0,0,4.61,0.022379727,0.007459909
CCNJ,0,0,0,0,14.99,0.072770523,0.024256841
IL12RB2,0,0,0,0,17.35,0.08422739,0.028075797
lnc-LIMD2-1,0,0,0.69,0.005175129,0,0,0.001725043
GLRBA,0,0,0,0,4.32,0.020971892,0.006990631
EGLN3,0,0,0.69,0.005175129,31.76,0.154182242,0.053119124
AGTR1B,0,0,0,0,16.26,0.078935871,0.026311957
YRDC,0,0,0,0,13.27,0.064420603,0.021473534
MT-CO2,0,0,14.11,0.105827646,0,0,0.035275882
MUP19,0,0,0,0,4.2,0.020389339,0.006796446
METTL2B,0,0,0.38,0.002850071,2.7,0.013107432,0.005319168
ZFP69B,0,0,0,0,2.41,0.011699597,0.003899866
ITGB7,0,0,0,0,1.87,0.009078111,0.003026037
MIR1948,0,0,0,0,2.83,0.013738531,0.00457951
SSBP1,0,0,0,0,12.65,0.061410748,0.020470249
MMD2,0,0,0,0,19.03,0.092383125,0.030794375
FOXH1,0,0,0,0,2.79,0.013544347,0.004514782
SHOC1,0,0,0,0,2.9,0.014078353,0.004692784
PIN4P1,0,0,0,0,3.39,0.01645711,0.005485703
CYP2C11,0,0,0,0,11.53,0.055973591,0.018657864
EPGN,0,0,0,0,17.78,0.08631487,0.028771623
FAM182A,0,0,0,0,8.29,0.040244672,0.013414891
OLR921,0,0,0,0,3.39,0.01645711,0.005485703
RTN4A,0,0,0,0,3.28,0.015923103,0.005307701
CDK5RAP3,0,0,0.61,0.004575114,31.22,0.151560755,0.05204529
CHST6,0,0,0,0,7.95,0.038594107,0.012864702
NUDT16,0,0,0,0,15.66,0.076023108,0.025341036
GBA2,0,0,0.38,0.002850071,8.13,0.039467935,0.014106002
ACVR2A,0,0,0,0,7.96,0.038642653,0.012880884
CTSO,0,0,0,0,1.96,0.009515025,0.003171675
COPS4,0,0,0,0,11.29,0.054808486,0.018269495
SRSF5A,0,0,0,0,8.2,0.039807758,0.013269253
NRADD,0,0,0,0,2.12,0.010291762,0.003430587
VPREB1,0,0,0,0,2.53,0.01228215,0.00409405
SGO2,0,0,0,0,24.31,0.118015438,0.039338479
ZNF607,0,0,0,0,2.72,0.013204524,0.004401508
OR1A2,0,0,0,0,3.13,0.015194912,0.005064971
SLC25A29,0,0,0,0,7.22,0.035050245,0.011683415
MRPL16,0,0,1.43,0.010725268,23.46,0.113889024,0.041538097
WASH3P,0,0,0.36,0.002700068,0,0,0.000900023
NOX1,0,0,14.11,0.105827646,24.66,0.119714549,0.075180732
MTARC2,0,0,0,0,13.57,0.065876984,0.021958995
PPP2R3A,0,0,3.88,0.029100728,7.63,0.037040633,0.02204712
GRPEL2,0,0,0,0,13.89,0.067430458,0.022476819
CHORDC1,0,0,0.09,0.000675017,20.27,0.098402835,0.033025951
LHX5,0,0,0,0,5.98,0.029030535,0.009676845
ENSG00000255508,0,0,0.69,0.005175129,0,0,0.001725043
MYO1G,0,0,0,0,4.78,0.02320501,0.007735003
ITGA10,0,0,0,0,5.31,0.02577795,0.00859265
PSMF1,0,0,0.69,0.005175129,5.29,0.025680858,0.010285329
MRPL39,0,0,1.43,0.010725268,8.22,0.03990485,0.016876706
HAPLN4,0,0,0,0,8.21,0.039856304,0.013285435
GBLP,0,0,0,0,3.78,0.018350405,0.006116802
CARMIL1,0,0,0,0,4.85,0.023544832,0.007848277
COG8,0,0,0.09,0.000675017,5.15,0.025001214,0.008558744
XCR1,0,0,0,0,4.81,0.023350648,0.007783549
FSTL4,0,0,0,0,12.21,0.059274722,0.019758241
ENSG00000287318,0,0,0.97,0.007275182,0,0,0.002425061
ZNF470,0,0,0,0,2.69,0.013058886,0.004352962
HMOX,0,0,0,0,18.36,0.08913054,0.02971018
RNASET2A,0,0,0,0,3.07,0.014903636,0.004967879
RPS26P35,0,0,0,0,7.93,0.038497014,0.012832338
CD109,0,0,0,0,13.98,0.067867372,0.022622457
MIR4633,0,0,0,0,4.42,0.021457352,0.007152451
FOXF1,0,0,0,0,4.54,0.022039905,0.007346635
NTHL1,0,0,0,0,10.54,0.051167532,0.017055844
lnc-TMEM259-5,0,0,0.69,0.005175129,0,0,0.001725043
OSGEP,0,0,0,0,20.52,0.099616486,0.033205495
CCDC138,0,0,0,0,8.13,0.039467935,0.013155978
GOLGA8A,0,0,0,0,11.82,0.057381426,0.019127142
IL15RA,0,0,0.78,0.005850146,2.03,0.009854847,0.005234998
MPP6B,0,0,0,0,4.32,0.020971892,0.006990631
FH,0,0,0.09,0.000675017,19.32,0.093790961,0.031488659
TNFRSF10B,0,0,1.58,0.011850296,48.27,0.234331764,0.082060687
IFNA5,0,0,0.36,0.002700068,2.37,0.011505413,0.00473516
HPS3,0,0,0,0,8.2,0.039807758,0.013269253
CST1,0,0,0.69,0.005175129,2.35,0.011408321,0.005527817
TIGD4,0,0,0,0,2.46,0.011942327,0.003980776
TAP1,0,0,0.69,0.005175129,10.17,0.049371329,0.018182153
MCAM,0,0,0,0,23.94,0.116219234,0.038739745
TRIM71,0,0,0,0,5.82,0.028253799,0.009417933
GPR152,0,0,0,0,7,0.033982232,0.011327411
MXD3,0,0,0,0,4.53,0.021991359,0.007330453
AGAP1,0,0,0.36,0.002700068,4.24,0.020583523,0.007761197
TFEC,0,0,0,0,13.12,0.063692412,0.021230804
SELENOV,0,0,0,0,7.46,0.03621535,0.012071783
ELP1,0,0,0.09,0.000675017,18.78,0.091169474,0.03061483
ADPRS,0,0,0,0,5.95,0.028884897,0.009628299
LY6H,0,0,0,0,2.52,0.012233604,0.004077868
CEP44,0,0,0,0,2.09,0.010146124,0.003382041
LINC02870,0,0,0,0,3.2,0.015534735,0.005178245
OLFR448,0,0,0,0,4.08,0.019806787,0.006602262
CARS2,0,0,0,0,15.31,0.074323996,0.024774665
SIGLEC10,0,0,0,0,2.83,0.013738531,0.00457951
MIR6415,0,0,0,0,4.42,0.021457352,0.007152451
SPRR3,0,0,0,0,5.52,0.026797417,0.008932472
MAMDC2A,0,0,0,0,4.47,0.021700083,0.007233361
ASB16,0,0,0,0,5.42,0.026311957,0.008770652
MUP14,0,0,0,0,3.65,0.017719307,0.005906436
SLC49A4,0,0,0,0,7.88,0.038254284,0.012751428
MIR3097,0,0,0,0,9.86,0.047866401,0.015955467
PCCB,0,0,0,0,13.56,0.065828438,0.021942813
CMPK2,0,0,0,0,8.96,0.043497257,0.014499086
TCEAL4,0,0,0,0,2.75,0.013350163,0.004450054
MIR6315,0,0,0,0,3.76,0.018253313,0.006084438
SENP3,0,0,0,0,2.52,0.012233604,0.004077868
GAB3,0,0,0,0,5.07,0.024612845,0.008204282
GMPPB,0,0,0.09,0.000675017,20.47,0.099373756,0.033349591
HNRNPAB,0,0,0.81,0.006075152,22.11,0.107335308,0.037803487
NEIL3,0,0,0,0,12.6,0.061168018,0.020389339
TCN1,0,0,2.17,0.016275407,9.87,0.047914947,0.021396785
ARSK,0,0,0,0,5.49,0.026651779,0.008883926
CCDC183,0,0,0,0,2.65,0.012864702,0.004288234
ACTR8,0,0,0,0,5.85,0.028399437,0.009466479
ERLIN2,0,0,0.36,0.002700068,14.91,0.072382154,0.025027407
CBR3-AS1,0,0,0,0,3.76,0.018253313,0.006084438
FUT4,0,0,0,0,4.27,0.020729162,0.006909721
LOC340512,0,0,0.69,0.005175129,0,0,0.001725043
SELS,0,0,0,0,2.69,0.013058886,0.004352962
BCL2L10,0,0,0.09,0.000675017,10.73,0.052089907,0.017588308
PCDHGB8,0,0,0,0,2.83,0.013738531,0.00457951
TMEM182A,0,0,0,0,4.1,0.019903879,0.006634626
MIR328,0,0,24.51,0.183829596,17.78,0.08631487,0.090048155
SOX17,0,0,0,0,10.86,0.052721006,0.017573669
NAIP,0,0,0.96,0.00720018,18.42,0.089421817,0.032207332
CC2D2A,0,0,0,0,7.52,0.036506627,0.012168876
ARL11,0,0,0,0,5.12,0.024855576,0.008285192
GALNT2,0,0,0.98,0.007350184,7.05,0.034224962,0.013858382
TMPRSS11D,0,0,0,0,6.2,0.030098548,0.010032849
TBC1D9,0,0,0,0,7.74,0.03757464,0.01252488
MBD3L2,0,0,0,0,6.7,0.032525851,0.01084195
SGK2,0,0,0.36,0.002700068,18.12,0.087965435,0.030221834
STKLD1,0,0,0,0,6.96,0.033788048,0.011262683
DPH1,0,0,0,0,12.67,0.06150784,0.020502613
TMBIM6,0,0,0.86,0.006450161,2.06,0.010000485,0.005483549
SHROOM4,0,0,0,0,8.31,0.040341764,0.013447255
PRL2A1,0,0,0,0,2.88,0.013981261,0.00466042
DCAF12L2,0,0,0,0,9.18,0.04456527,0.01485509
TPM4B,0,0,0,0,3.87,0.01878732,0.00626244
MIR547,0,0,0,0,7.67,0.037234817,0.012411606
piR-60246-038,0,0,0.69,0.005175129,0,0,0.001725043
ZBTB21,0,0,0,0,4.4,0.02136026,0.007120087
RT1-S2,0,0,0,0,2.92,0.014175445,0.004725148
F7,0,0,0.74,0.005550139,19.28,0.093596777,0.033048972
ENSG00000232855,0,0,0.69,0.005175129,0,0,0.001725043
ESR2B,0,0,0,0,5.22,0.025341036,0.008447012
piR-55985-039,0,0,0.69,0.005175129,0,0,0.001725043
SERPINB9,0,0,0,0,10.97,0.053255012,0.017751671
MIR467C,0,0,0,0,3.92,0.01903005,0.00634335
HSDL2,0,0,0,0,24.73,0.120054372,0.040018124
ENSG00000279284,0,0,0.69,0.005175129,0,0,0.001725043
DNASE1L1L,0,0,0,0,3.98,0.019321326,0.006440442
MIR6239,0,0,0,0,3.87,0.01878732,0.00626244
DOK5,0,0,0,0,7.9,0.038351376,0.012783792
SECTM1B,0,0,0,0,2.81,0.013641439,0.004547146
NPIPB2,0,0,0,0,3.02,0.014660906,0.004886969
SLC10A5,0,0,0,0,2.55,0.012379242,0.004126414
ENSG00000268423,0,0,0.69,0.005175129,0,0,0.001725043
RACK-1,0,0,0,0,4.99,0.024224477,0.008074826
OL-VIT1,0,0,0,0,3.61,0.017525123,0.005841708
WISP2,0,0,0,0,3.45,0.016748386,0.005582795
TMEM255B,0,0,0,0,5.93,0.028787805,0.009595935
RNU6-1,0,0,0,0,3.02,0.014660906,0.004886969
PLEKHG1,0,0,1.5,0.011250281,5.01,0.024321569,0.011857283
MKRN3,0,0,0,0,2.37,0.011505413,0.003835138
OLR304,0,0,0,0,3.53,0.017136754,0.005712251
PSORS1C1,0,0,0,0,2.95,0.014321084,0.004773695
PAKAP,0,0,0,0,5.66,0.027477062,0.009159021
piR-60246-059,0,0,0.69,0.005175129,0,0,0.001725043
PCOLCE2,0,0,0,0,9.76,0.047380941,0.015793647
PMM1,0,0,0,0,6.92,0.033593864,0.011197955
RNA5SP429,0,0,0.69,0.005175129,0,0,0.001725043
DHODH,0,0,0,0,12.59,0.061119472,0.020373157
TUBB2B,0,0,13.96,0.104702618,10.77,0.052284091,0.052328903
MIR103-1,0,0,0,0,3.73,0.018107675,0.006035892
ERMN,0,0,0.36,0.002700068,12.9,0.062624399,0.021774822
KLHL8,0,0,0.69,0.005175129,12.56,0.060973834,0.022049654
ACSL4A,0,0,0,0,12.71,0.061702024,0.020567341
CD209F,0,0,0,0,2.37,0.011505413,0.003835138
TLCD5,0,0,0,0,8.5,0.041264139,0.013754713
TMEM47,0,0,0,0,6.96,0.033788048,0.011262683
MGAT4A,0,0,0,0,4.52,0.021942813,0.007314271
ENSG00000239600,0,0,0.69,0.005175129,0,0,0.001725043
H2-DMB2,0,0,0,0,6.36,0.030875285,0.010291762
ZBTB22,0,0,0,0,8.82,0.042817613,0.014272538
KLRA1,0,0,0,0,9.85,0.047817855,0.015939285
lnc-HLA-DQA1-9,0,0,0.69,0.005175129,0,0,0.001725043
PRKD1,0,0,2.1,0.015750394,5.13,0.024904122,0.013551505
UGT2B10,0,0,0,0,4.7,0.022816642,0.007605547
MORN4,0,0,0,0,5.33,0.025875042,0.008625014
VPS25,0,0,1.73,0.012975324,16.91,0.082091364,0.031688896
HSALNG0122893,0,0,0.69,0.005175129,0,0,0.001725043
STPG2,0,0,0,0,3.86,0.018738774,0.006246258
OLR107,0,0,0,0,3.39,0.01645711,0.005485703
TBC1D13,0,0,0,0,13.15,0.06383805,0.02127935
PROKR1,0,0,0.69,0.005175129,5.89,0.028593621,0.01125625
VAMP8,0,0,0.09,0.000675017,6.36,0.030875285,0.010516767
ZIG-7,0,0,0,0,4.79,0.023253556,0.007751185
CYP3A59,0,0,0,0,2.47,0.011990873,0.003996958
ZFP521,0,0,0,0,5.93,0.028787805,0.009595935
DNAJB3,0,0,0,0,5.87,0.028496529,0.009498843
PRAME,0,0,0,0,2.04,0.009903393,0.003301131
DUSP23A,0,0,0,0,4.61,0.022379727,0.007459909
WDR3,0,0,0,0,10.61,0.051507355,0.017169118
PPM1J,0,0,0,0,1.96,0.009515025,0.003171675
FBXO22,0,0,0,0,14.53,0.070537405,0.023512468
SAMD4B,0,0,0.74,0.005550139,0,0,0.001850046
CREG2,0,0,0,0,5.11,0.024807029,0.00826901
TNIP1,0,0,0,0,18.73,0.090926744,0.030308915
GRK6,0,0,0.09,0.000675017,6.86,0.033302588,0.011325868
RIC1,0,0,0,0,14.89,0.072285062,0.024095021
ATP1B3,0,0,0,0,25.79,0.125200252,0.041733417
MIER3,0,0,0,0,5.33,0.025875042,0.008625014
