Category,ID,Description,BgRatio,pvalue,padjust,qvalue,geneID,gene_name,rankScore,Count
BP,GO:0002449,lymphocyte mediated immunity,344/18493,7.71E-05,0.000434328,0.0001511,3569/1401/3553/3586/3383/959,"IL6,CRP,IL1B,IL10,ICAM1,CD40LG",0.185254944,6
BP,GO:0009165,nucleotide biosynthetic process,344/18493,7.71E-05,0.000434328,0.0001511,3630/6774/5743/5594/4846/4843,"INS,STAT3,PTGS2,MAPK1,NOS3,NOS2",0.18786497,6
BP,GO:1901293,nucleoside phosphate biosynthetic process,347/18493,8.08E-05,0.000454675,0.000158179,3630/6774/5743/5594/4846/4843,"INS,STAT3,PTGS2,MAPK1,NOS3,NOS2",0.186753935,6
BP,GO:0032388,positive regulation of intracellular transport,214/18493,8.28E-05,0.000464475,0.000161588,7157/3553/5743/5594/3458,"TP53,IL1B,PTGS2,MAPK1,IFNG",0.15323405,5
BP,GO:0008406,gonad development,216/18493,8.65E-05,0.000484307,0.000168487,7422/3383/836/4846/596,"VEGFA,ICAM1,CASP3,NOS3,BCL2",0.129614701,5
BP,GO:1904706,negative regulation of vascular smooth muscle cell proliferation,41/18493,8.75E-05,0.000487881,0.000169731,5468/3586/3162,"PPARG,IL10,HMOX1",0.087405551,3
BP,GO:0045862,positive regulation of proteolysis,352/18493,8.75E-05,0.000487881,0.000169731,207/6774/3553/5468/836/3458,"AKT1,STAT3,IL1B,PPARG,CASP3,IFNG",0.188683734,6
BP,GO:0043393,regulation of protein binding,217/18493,8.84E-05,0.000490904,0.000170782,207/4318/3586/596/948,"AKT1,MMP9,IL10,BCL2,CD36",0.114482586,5
BP,GO:0045444,fat cell differentiation,217/18493,8.84E-05,0.000490904,0.000170782,3569/3630/207/5743/5468,"IL6,INS,AKT1,PTGS2,PPARG",0.174783767,5
BP,GO:0014013,regulation of gliogenesis,112/18493,8.90E-05,0.000493569,0.00017171,3569/3553/5468/2147,"IL6,IL1B,PPARG,F2",0.120608463,4
BP,GO:0007569,cell aging,113/18493,9.22E-05,0.000509864,0.000177378,7157/3383/5054/596,"TP53,ICAM1,SERPINE1,BCL2",0.098472935,4
BP,GO:0006509,membrane protein ectodomain proteolysis,42/18493,9.40E-05,0.000518085,0.000180238,3553/3586/3458,"IL1B,IL10,IFNG",0.088603789,3
BP,GO:0042307,positive regulation of protein import into nucleus,42/18493,9.40E-05,0.000518085,0.000180238,5743/5594/3458,"PTGS2,MAPK1,IFNG",0.087172108,3
BP,GO:0007160,cell-matrix adhesion,222/18493,9.84E-05,0.000538755,0.000187429,7422/7412/5054/596/948,"VEGFA,VCAM1,SERPINE1,BCL2,CD36",0.105149387,5
BP,GO:0045137,development of primary sexual characteristics,222/18493,9.84E-05,0.000538755,0.000187429,7422/3383/836/4846/596,"VEGFA,ICAM1,CASP3,NOS3,BCL2",0.127805482,5
BP,GO:0051048,negative regulation of secretion,222/18493,9.84E-05,0.000538755,0.000187429,3630/3553/3586/3162/3156,"INS,IL1B,IL10,HMOX1,HMGCR",0.139433588,5
BP,GO:0032965,regulation of collagen biosynthetic process,43/18493,0.000100946,0.000551636,0.000191911,3569/5468/2147,"IL6,PPARG,F2",0.087372634,3
BP,GO:0001952,regulation of cell-matrix adhesion,117/18493,0.000105488,0.000575292,0.000200141,7422/5054/596/948,"VEGFA,SERPINE1,BCL2,CD36",0.075838232,4
BP,GO:1904591,positive regulation of protein import,44/18493,0.000108175,0.000588758,0.000204825,5743/5594/3458,"PTGS2,MAPK1,IFNG",0.085698654,3
BP,GO:1905477,positive regulation of protein localization to membrane,119/18493,0.000112646,0.000611862,0.000212863,207/7157/3458/596,"AKT1,TP53,IFNG,BCL2",0.102098559,4
BP,GO:0006631,fatty acid metabolic process,369/18493,0.000113317,0.000614273,0.000213702,3630/207/5743/5468/4023/5444,"INS,AKT1,PTGS2,PPARG,LPL,PON1",0.166643187,6
BP,GO:0002686,negative regulation of leukocyte migration,45/18493,0.000115733,0.000623619,0.000216953,207/6347/3162,"AKT1,CCL2,HMOX1",0.092580202,3
BP,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,45/18493,0.000115733,0.000623619,0.000216953,3630/207/596,"INS,AKT1,BCL2",0.081867232,3
BP,GO:1904036,negative regulation of epithelial cell apoptotic process,45/18493,0.000115733,0.000623619,0.000216953,3383/5054/3162,"ICAM1,SERPINE1,HMOX1",0.081124493,3
BP,GO:0034101,erythrocyte homeostasis,120/18493,0.000116354,0.000625722,0.000217685,6774/7422/836/3162,"STAT3,VEGFA,CASP3,HMOX1",0.119141936,4
BP,GO:0008637,apoptotic mitochondrial changes,121/18493,0.00012015,0.000643849,0.000223991,207/7157/4318/596,"AKT1,TP53,MMP9,BCL2",0.105231507,4
BP,GO:1903532,positive regulation of secretion by cell,373/18493,0.000120201,0.000643849,0.000223991,3569/3630/3586/3458/4023/1080,"IL6,INS,IL10,IFNG,LPL,CFTR",0.158287221,6
BP,GO:0006984,ER-nucleus signaling pathway,46/18493,0.000123627,0.000659028,0.000229272,6347/7157/3576,"CCL2,TP53,CXCL8",0.093597171,3
BP,GO:2001239,regulation of extrinsic apoptotic signaling pathway in absence of ligand,46/18493,0.000123627,0.000659028,0.000229272,207/3553/596,"AKT1,IL1B,BCL2",0.07450934,3
BP,GO:0042176,regulation of protein catabolic process,375/18493,0.000123766,0.000659028,0.000229272,3630/207/3553/3586/3458/4843,"INS,AKT1,IL1B,IL10,IFNG,NOS2",0.179177028,6
BP,GO:0051101,regulation of DNA binding,122/18493,0.000124036,0.000659168,0.00022932,4318/5468/3458/3162,"MMP9,PPARG,IFNG,HMOX1",0.111234228,4
BP,GO:0032675,regulation of interleukin-6 production,123/18493,0.000128011,0.000678961,0.000236206,3569/3553/3586/948,"IL6,IL1B,IL10,CD36",0.104173714,4
BP,GO:0002720,positive regulation of cytokine production involved in immune response,47/18493,0.000131863,0.00069395,0.000241421,3569/3553/948,"IL6,IL1B,CD36",0.075178486,3
BP,GO:0090199,regulation of release of cytochrome c from mitochondria,47/18493,0.000131863,0.00069395,0.000241421,207/7157/4318,"AKT1,TP53,MMP9",0.094757854,3
BP,GO:0101023,vascular endothelial cell proliferation,47/18493,0.000131863,0.00069395,0.000241421,6774/6347/5468,"STAT3,CCL2,PPARG",0.093166121,3
BP,GO:1905562,regulation of vascular endothelial cell proliferation,47/18493,0.000131863,0.00069395,0.000241421,6774/6347/5468,"STAT3,CCL2,PPARG",0.093166121,3
BP,GO:0010565,regulation of cellular ketone metabolic process,125/18493,0.000136238,0.000714196,0.000248464,3630/207/5743/5468,"INS,AKT1,PTGS2,PPARG",0.129005482,4
BP,GO:0030183,B cell differentiation,125/18493,0.000136238,0.000714196,0.000248464,3586/7412/959/596,"IL10,VCAM1,CD40LG,BCL2",0.084031163,4
BP,GO:0010712,regulation of collagen metabolic process,48/18493,0.000140449,0.000727807,0.0002532,3569/5468/2147,"IL6,PPARG,F2",0.084145067,3
BP,GO:0045058,T cell selection,48/18493,0.000140449,0.000727807,0.0002532,3569/6774/596,"IL6,STAT3,BCL2",0.079086616,3
BP,GO:0051972,regulation of telomerase activity,48/18493,0.000140449,0.000727807,0.0002532,7157/5468/5594,"TP53,PPARG,MAPK1",0.087706297,3
BP,GO:0060711,labyrinthine layer development,48/18493,0.000140449,0.000727807,0.0002532,207/3586/5594,"AKT1,IL10,MAPK1",0.090640496,3
BP,GO:1903793,positive regulation of anion transport,48/18493,0.000140449,0.000727807,0.0002532,3553/5243/1080,"IL1B,ABCB1,CFTR",0.050750593,3
BP,GO:1904707,positive regulation of vascular smooth muscle cell proliferation,48/18493,0.000140449,0.000727807,0.0002532,4318/3586/4313,"MMP9,IL10,MMP2",0.082853615,3
BP,GO:0050709,negative regulation of protein secretion,128/18493,0.000149289,0.000772135,0.000268621,3630/3553/3586/3156,"INS,IL1B,IL10,HMGCR",0.107361127,4
BP,GO:0046425,regulation of JAK-STAT cascade,129/18493,0.000153833,0.000794121,0.00027627,3569/6774/3458/2147,"IL6,STAT3,IFNG,F2",0.11254202,4
BP,GO:0022898,regulation of transmembrane transporter activity,245/18493,0.000156155,0.000804571,0.000279905,3630/4318/5243/596/1080,"INS,MMP9,ABCB1,BCL2,CFTR",0.094994758,5
BP,GO:0050714,positive regulation of protein secretion,246/18493,0.000159151,0.000818446,0.000284732,3569/3630/3586/4023/1080,"IL6,INS,IL10,LPL,CFTR",0.127721725,5
BP,GO:0050777,negative regulation of immune response,131/18493,0.000163222,0.000837789,0.000291462,3630/5468/3586/3162,"INS,PPARG,IL10,HMOX1",0.117453066,4
BP,GO:0010951,negative regulation of endopeptidase activity,250/18493,0.000171575,0.000878998,0.000305798,207/7422/4318/5743/5054,"AKT1,VEGFA,MMP9,PTGS2,SERPINE1",0.145494011,5
BP,GO:1904892,regulation of STAT cascade,133/18493,0.000173018,0.000884713,0.000307786,3569/6774/3458/2147,"IL6,STAT3,IFNG,F2",0.110838857,4
BP,GO:0071901,negative regulation of protein serine/threonine kinase activity,134/18493,0.000178072,0.000903775,0.000314418,207/3553/836/3156,"AKT1,IL1B,CASP3,HMGCR",0.100949263,4
BP,GO:0030195,negative regulation of blood coagulation,52/18493,0.000178416,0.000903775,0.000314418,4846/5054/2147,"NOS3,SERPINE1,F2",0.069004107,3
BP,GO:0032964,collagen biosynthetic process,52/18493,0.000178416,0.000903775,0.000314418,3569/5468/2147,"IL6,PPARG,F2",0.081623281,3
BP,GO:0050994,regulation of lipid catabolic process,52/18493,0.000178416,0.000903775,0.000314418,3630/207/3553,"INS,AKT1,IL1B",0.098095052,3
BP,GO:1900047,negative regulation of hemostasis,52/18493,0.000178416,0.000903775,0.000314418,4846/5054/2147,"NOS3,SERPINE1,F2",0.069004107,3
BP,GO:0002792,negative regulation of peptide secretion,135/18493,0.000183232,0.000926436,0.000322301,3630/3553/3586/3156,"INS,IL1B,IL10,HMGCR",0.104631754,4
BP,GO:0030099,myeloid cell differentiation,405/18493,0.000188102,0.000947682,0.000329693,6774/7422/4318/5468/836/3458,"STAT3,VEGFA,MMP9,PPARG,CASP3,IFNG",0.168800957,6
BP,GO:0015850,organic hydroxy compound transport,255/18493,0.000188135,0.000947682,0.000329693,5468/5444/1071/1080/948,"PPARG,PON1,CETP,CFTR,CD36",0.069578221,5
BP,GO:0001818,negative regulation of cytokine production,256/18493,0.000191589,0.000954143,0.000331941,3569/3586/3458/3162/2147,"IL6,IL10,IFNG,HMOX1,F2",0.130287525,5
BP,GO:0001660,fever generation,10/18493,0.000192945,0.000954143,0.000331941,3553/5743,"IL1B,PTGS2",0.05722703,2
BP,GO:0002679,respiratory burst involved in defense response,10/18493,0.000192945,0.000954143,0.000331941,3630/4353,"INS,MPO",0.06101542,2
BP,GO:0010749,regulation of nitric oxide mediated signal transduction,10/18493,0.000192945,0.000954143,0.000331941,3630/7422,"INS,VEGFA",0.0654059,2
BP,GO:0031284,positive regulation of guanylate cyclase activity,10/18493,0.000192945,0.000954143,0.000331941,4846/4843,"NOS3,NOS2",0.046457644,2
BP,GO:0045073,regulation of chemokine biosynthetic process,10/18493,0.000192945,0.000954143,0.000331941,3569/3162,"IL6,HMOX1",0.060345998,2
BP,GO:0046886,positive regulation of hormone biosynthetic process,10/18493,0.000192945,0.000954143,0.000331941,3553/3458,"IL1B,IFNG",0.05402405,2
BP,GO:0051918,negative regulation of fibrinolysis,10/18493,0.000192945,0.000954143,0.000331941,5054/2147,"SERPINE1,F2",0.042525145,2
BP,GO:0090336,positive regulation of brown fat cell differentiation,10/18493,0.000192945,0.000954143,0.000331941,3630/5743,"INS,PTGS2",0.063631507,2
BP,GO:2001225,regulation of chloride transport,10/18493,0.000192945,0.000954143,0.000331941,5243/1080,"ABCB1,CFTR",0.019673324,2
BP,GO:0045165,cell fate commitment,257/18493,0.000195091,0.000962993,0.000335019,3569/6774/5468/836/596,"IL6,STAT3,PPARG,CASP3,BCL2",0.129989654,5
BP,GO:0045123,cellular extravasation,54/18493,0.000199663,0.000983768,0.000342247,6347/3383/7412,"CCL2,ICAM1,VCAM1",0.083047176,3
BP,GO:0050728,negative regulation of inflammatory response,139/18493,0.000204958,0.001008022,0.000350685,3630/5468/3586/2147,"INS,PPARG,IL10,F2",0.107452283,4
BP,GO:0006816,calcium ion transport,413/18493,0.000209089,0.001026473,0.000357104,6347/5743/3383/4846/2147/596,"CCL2,PTGS2,ICAM1,NOS3,F2,BCL2",0.136150197,6
BP,GO:0010466,negative regulation of peptidase activity,261/18493,0.00020959,0.001027068,0.000357311,207/7422/4318/5743/5054,"AKT1,VEGFA,MMP9,PTGS2,SERPINE1",0.142275088,5
BP,GO:0090303,positive regulation of wound healing,55/18493,0.000210875,0.001027776,0.000357557,5054/2147/948,"SERPINE1,F2,CD36",0.049015925,3
BP,GO:1900408,negative regulation of cellular response to oxidative stress,55/18493,0.000210875,0.001027776,0.000357557,3630/207/3586,"INS,AKT1,IL10",0.094566555,3
BP,GO:1903202,negative regulation of oxidative stress-induced cell death,55/18493,0.000210875,0.001027776,0.000357557,3630/207/3586,"INS,AKT1,IL10",0.094566555,3
BP,GO:0071236,cellular response to antibiotic,141/18493,0.000216491,0.001053253,0.00036642,3569/7157/3586/1080,"IL6,TP53,IL10,CFTR",0.099954285,4
BP,GO:0001541,ovarian follicle development,56/18493,0.000222487,0.001076612,0.000374547,7422/3383/596,"VEGFA,ICAM1,BCL2",0.064608484,3
BP,GO:0019229,regulation of vasoconstriction,56/18493,0.000222487,0.001076612,0.000374547,207/5743/3383,"AKT1,PTGS2,ICAM1",0.086047101,3
BP,GO:0050819,negative regulation of coagulation,56/18493,0.000222487,0.001076612,0.000374547,4846/5054/2147,"NOS3,SERPINE1,F2",0.067281261,3
BP,GO:0002793,positive regulation of peptide secretion,265/18493,0.000224899,0.001086343,0.000377932,3569/3630/3586/4023/1080,"IL6,INS,IL10,LPL,CFTR",0.122633676,5
BP,GO:1903670,regulation of sprouting angiogenesis,143/18493,0.000228485,0.001101698,0.000383274,7422/5743/3586/3162,"VEGFA,PTGS2,IL10,HMOX1",0.107686408,4
BP,GO:0045927,positive regulation of growth,267/18493,0.000232866,0.001109839,0.000386106,3630/207/7422/2147/596,"INS,AKT1,VEGFA,F2,BCL2",0.121931831,5
BP,GO:0097755,positive regulation of blood vessel diameter,57/18493,0.000234505,0.001109839,0.000386106,3630/4846/3162,"INS,NOS3,HMOX1",0.084306345,3
BP,GO:1902883,negative regulation of response to oxidative stress,57/18493,0.000234505,0.001109839,0.000386106,3630/207/3586,"INS,AKT1,IL10",0.093510741,3
BP,GO:0055088,lipid homeostasis,144/18493,0.000234658,0.001109839,0.000386106,3630/5468/4023/1071,"INS,PPARG,LPL,CETP",0.089559852,4
BP,GO:0031652,positive regulation of heat generation,11/18493,0.000235507,0.001109839,0.000386106,3553/5743,"IL1B,PTGS2",0.055983231,2
BP,GO:0033197,response to vitamin E,11/18493,0.000235507,0.001109839,0.000386106,5468/847,"PPARG,CAT",0.050648389,2
BP,GO:0034372,very-low-density lipoprotein particle remodeling,11/18493,0.000235507,0.001109839,0.000386106,4023/1071,"LPL,CETP",0.027718896,2
BP,GO:0042033,chemokine biosynthetic process,11/18493,0.000235507,0.001109839,0.000386106,3569/3162,"IL6,HMOX1",0.05903441,2
BP,GO:0042368,vitamin D biosynthetic process,11/18493,0.000235507,0.001109839,0.000386106,3553/3458,"IL1B,IFNG",0.052849867,2
BP,GO:0050755,chemokine metabolic process,11/18493,0.000235507,0.001109839,0.000386106,3569/3162,"IL6,HMOX1",0.05903441,2
BP,GO:0051974,negative regulation of telomerase activity,11/18493,0.000235507,0.001109839,0.000386106,7157/5468,"TP53,PPARG",0.055941348,2
BP,GO:0060100,"positive regulation of phagocytosis, engulfment",11/18493,0.000235507,0.001109839,0.000386106,5468/948,"PPARG,CD36",0.033902207,2
BP,GO:1905155,positive regulation of membrane invagination,11/18493,0.000235507,0.001109839,0.000386106,5468/948,"PPARG,CD36",0.033902207,2
BP,GO:0007548,sex differentiation,268/18493,0.00023693,0.001114601,0.000387763,7422/3383/836/4846/596,"VEGFA,ICAM1,CASP3,NOS3,BCL2",0.115460229,5
BP,GO:0043388,positive regulation of DNA binding,58/18493,0.000246936,0.001159657,0.000403437,4318/5468/3458,"MMP9,PPARG,IFNG",0.078692309,3
BP,GO:0021700,developmental maturation,271/18493,0.000249445,0.001169411,0.000406831,7422/5468/4313/596/1080,"VEGFA,PPARG,MMP2,BCL2,CFTR",0.096121893,5
BP,GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",59/18493,0.000259786,0.001211589,0.000421504,3569/6774/3458,"IL6,STAT3,IFNG",0.088823209,3
BP,GO:0030888,regulation of B cell proliferation,59/18493,0.000259786,0.001211589,0.000421504,3586/836/596,"IL10,CASP3,BCL2",0.060663462,3
BP,GO:0033619,membrane protein proteolysis,59/18493,0.000259786,0.001211589,0.000421504,3553/3586/3458,"IL1B,IL10,IFNG",0.078654079,3
BP,GO:0002287,alpha-beta T cell activation involved in immune response,60/18493,0.000273061,0.00126707,0.000440806,3569/6774/3458,"IL6,STAT3,IFNG",0.088231016,3
BP,GO:0002293,alpha-beta T cell differentiation involved in immune response,60/18493,0.000273061,0.00126707,0.000440806,3569/6774/3458,"IL6,STAT3,IFNG",0.088231016,3
BP,GO:0048732,gland development,434/18493,0.000273088,0.00126707,0.000440806,207/7422/3586/5594/3162/596,"AKT1,VEGFA,IL10,MAPK1,HMOX1,BCL2",0.144566381,6
BP,GO:0008360,regulation of cell shape,151/18493,0.000281289,0.00128525,0.000447131,6347/7422/3383/2147,"CCL2,VEGFA,ICAM1,F2",0.099962898,4
BP,GO:0014074,response to purine-containing compound,151/18493,0.000281289,0.00128525,0.000447131,3553/5743/5468/1080,"IL1B,PTGS2,PPARG,CFTR",0.089580138,4
BP,GO:0002674,negative regulation of acute inflammatory response,12/18493,0.000282232,0.00128525,0.000447131,3630/5468,"INS,PPARG",0.060507175,2
BP,GO:0006527,arginine catabolic process,12/18493,0.000282232,0.00128525,0.000447131,4846/4843,"NOS3,NOS2",0.044467694,2
BP,GO:0010889,regulation of sequestering of triglyceride,12/18493,0.000282232,0.00128525,0.000447131,5468/4023,"PPARG,LPL",0.043239531,2
BP,GO:0030656,regulation of vitamin metabolic process,12/18493,0.000282232,0.00128525,0.000447131,3553/3458,"IL1B,IFNG",0.051710004,2
BP,GO:0031282,regulation of guanylate cyclase activity,12/18493,0.000282232,0.00128525,0.000447131,4846/4843,"NOS3,NOS2",0.044467694,2
BP,GO:0033160,"positive regulation of protein import into nucleus, translocation",12/18493,0.000282232,0.00128525,0.000447131,5594/3458,"MAPK1,IFNG",0.049852989,2
BP,GO:0034370,triglyceride-rich lipoprotein particle remodeling,12/18493,0.000282232,0.00128525,0.000447131,4023/1071,"LPL,CETP",0.027121057,2
BP,GO:0051712,positive regulation of killing of cells of other organism,12/18493,0.000282232,0.00128525,0.000447131,3458/4843,"IFNG,NOS2",0.043418315,2
BP,GO:0072540,T-helper 17 cell lineage commitment,12/18493,0.000282232,0.00128525,0.000447131,3569/6774,"IL6,STAT3",0.064258275,2
BP,GO:0031640,killing of cells of other organism,61/18493,0.000286767,0.001297164,0.000451275,3458/4843/2147,"IFNG,NOS2,F2",0.06024322,3
BP,GO:0032371,regulation of sterol transport,61/18493,0.000286767,0.001297164,0.000451275,5468/5444/1071,"PPARG,PON1,CETP",0.05138893,3
BP,GO:0032374,regulation of cholesterol transport,61/18493,0.000286767,0.001297164,0.000451275,5468/5444/1071,"PPARG,PON1,CETP",0.05138893,3
BP,GO:0044364,disruption of cells of other organism,61/18493,0.000286767,0.001297164,0.000451275,3458/4843/2147,"IFNG,NOS2,F2",0.06024322,3
BP,GO:0016999,antibiotic metabolic process,152/18493,0.000288455,0.001302622,0.000453174,6774/4353/847/4314,"STAT3,MPO,CAT,MMP3",0.096523743,4
BP,GO:0050890,cognition,285/18493,0.000314648,0.001418538,0.000493501,3630/5743/5594/836/3156,"INS,PTGS2,MAPK1,CASP3,HMGCR",0.121907044,5
BP,GO:0002637,regulation of immunoglobulin production,63/18493,0.000315495,0.001419991,0.000494006,3569/3586/959,"IL6,IL10,CD40LG",0.076279686,3
BP,GO:0002260,lymphocyte homeostasis,64/18493,0.00033053,0.001482724,0.00051583,207/836/596,"AKT1,CASP3,BCL2",0.063665785,3
BP,GO:1903036,positive regulation of response to wounding,64/18493,0.00033053,0.001482724,0.00051583,5054/2147/948,"SERPINE1,F2,CD36",0.046405085,3
BP,GO:0031650,regulation of heat generation,13/18493,0.000333103,0.001486871,0.000517273,3553/5743,"IL1B,PTGS2",0.053576723,2
BP,GO:0032310,prostaglandin secretion,13/18493,0.000333103,0.001486871,0.000517273,3553/4843,"IL1B,NOS2",0.046518574,2
BP,GO:0060099,"regulation of phagocytosis, engulfment",13/18493,0.000333103,0.001486871,0.000517273,5468/948,"PPARG,CD36",0.032444879,2
BP,GO:0001906,cell killing,158/18493,0.000334238,0.00148703,0.000517328,3383/3458/4843/2147,"ICAM1,IFNG,NOS2,F2",0.084221932,4
BP,GO:0046165,alcohol biosynthetic process,158/18493,0.000334238,0.00148703,0.000517328,3553/3458/3156/1080,"IL1B,IFNG,HMGCR,CFTR",0.069988542,4
BP,GO:0002292,T cell differentiation involved in immune response,66/18493,0.000361968,0.001602494,0.000557498,3569/6774/3458,"IL6,STAT3,IFNG",0.085124847,3
BP,GO:0014015,positive regulation of gliogenesis,66/18493,0.000361968,0.001602494,0.000557498,3569/3553/5468,"IL6,IL1B,PPARG",0.085605464,3
BP,GO:0015909,long-chain fatty acid transport,66/18493,0.000361968,0.001602494,0.000557498,207/5468/948,"AKT1,PPARG,CD36",0.06222347,3
BP,GO:0006733,oxidoreduction coenzyme metabolic process,162/18493,0.000367516,0.001624398,0.000565118,3630/6774/5743/3156,"INS,STAT3,PTGS2,HMGCR",0.098888902,4
BP,GO:0070838,divalent metal ion transport,459/18493,0.000368425,0.001625756,0.00056559,6347/5743/3383/4846/2147/596,"CCL2,PTGS2,ICAM1,NOS3,F2,BCL2",0.127052363,6
BP,GO:0035924,cellular response to vascular endothelial growth factor stimulus,67/18493,0.000378384,0.001666985,0.000579934,207/7422/7412,"AKT1,VEGFA,VCAM1",0.081745435,3
BP,GO:0072511,divalent inorganic cation transport,462/18493,0.000381427,0.001677024,0.000583426,6347/5743/3383/4846/2147/596,"CCL2,PTGS2,ICAM1,NOS3,F2,BCL2",0.126438093,6
BP,GO:0014854,response to inactivity,14/18493,0.000388103,0.001677024,0.000583426,3586/847,"IL10,CAT",0.047384716,2
BP,GO:0019372,lipoxygenase pathway,14/18493,0.000388103,0.001677024,0.000583426,5743/5444,"PTGS2,PON1",0.039866385,2
BP,GO:0032352,positive regulation of hormone metabolic process,14/18493,0.000388103,0.001677024,0.000583426,3553/3458,"IL1B,IFNG",0.049643193,2
BP,GO:0042362,fat-soluble vitamin biosynthetic process,14/18493,0.000388103,0.001677024,0.000583426,3553/3458,"IL1B,IFNG",0.049643193,2
BP,GO:0050930,induction of positive chemotaxis,14/18493,0.000388103,0.001677024,0.000583426,7422/3576,"VEGFA,CXCL8",0.054340268,2
BP,GO:0051709,regulation of killing of cells of other organism,14/18493,0.000388103,0.001677024,0.000583426,3458/4843,"IFNG,NOS2",0.041682916,2
BP,GO:0051917,regulation of fibrinolysis,14/18493,0.000388103,0.001677024,0.000583426,5054/2147,"SERPINE1,F2",0.039076744,2
BP,GO:0090399,replicative senescence,14/18493,0.000388103,0.001677024,0.000583426,7157/5054,"TP53,SERPINE1",0.04999704,2
BP,GO:0150078,positive regulation of neuroinflammatory response,14/18493,0.000388103,0.001677024,0.000583426,3569/3553,"IL6,IL1B",0.059606719,2
